"Year","Species","Pounds","Dollars","Habitat"
2015,"SHRIMP, MARINE **",7555,46372.7752926511,"Deep"
2015,"SNAPPER, GLASSEYE",2990,13134.7740986441,"Reef"
2015,"SQUIRRELFISHES **",7577,35140.7579079086,"Reef"
2015,"VERTEBRATES, JAWED",3297,15391.3806064601,"Jawed Vertebrates"
2015,"JOBFISH, GREEN /UKU",50662,243086.124988657,"Reef"
2015,"SHARKS, THRESHER **",8837,4689.05248377344,"Pelagic"
2015,"SQUIDS, LOLIGINIDAE **",466,1288.40400422201,"Reef"
2015,"LEATHERSKIN, LARGEMOUTHED",4,8.68343052550638,"Reef"
2015,"GROUPERS, SERRANIDAE (FAMILY) **",5187,34155.1885432637,"Reef"
2015,"SNAPPERS, LUTJANIDAE (FAMILY) **",127496,977274.517635484,"Deep"
2015,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",21754,15000.6262328123,"Reef"
2015,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",24,1172.26312094336,"Reef"
2016,"WAHOO",1144288,3524293.85622312,"Pelagic"
2016,"EELS **",463,639.433640621638,"Reef"
2016,"ESCOLAR",4746,9697.89776969691,"Pelagic"
2016,"OILFISH",439932,271602.394219607,"Pelagic"
2016,"SEAWEED",7868,102913.351753293,"Reef"
2016,"JACKS **",17679,72267.8228525087,"Reef"
2016,"MILKFISH",1672,2600.72169799053,"Fishpond"
2016,"SAILFISH",37095,45710.3705381525,"Pelagic"
2016,"TUNAS **",5453,19049.7490985868,"Pelagic"
2016,"ALFONSINO",12,78.4515222947556,"Pelagic"
2016,"SWORDFISH",1640189,5172518.42717882,"Pelagic"
2016,"LIMPETS **",8807,66820.2781057674,"Reef"
2016,"MULLETS **",864,3276.69440379055,"Fishpond"
2016,"DOLPHINFISH",1193387,4848654.42297025,"Pelagic"
2016,"EMPERORS **",2882,13063.7904796582,"Reef"
2016,"POMFRETS **",1166128,3763430.21635335,"Pelagic"
2016,"MARLIN, BLUE",1301749,2253887.51792541,"Pelagic"
2016,"OCTOPUSES **",27865,141756.527394685,"Reef"
2016,"SCAD, BIGEYE",285838,995752.932135705,"Reef"
2016,"TUNA, BIGEYE",17641587,77730738.7242279,"Pelagic"
2016,"AMBERJACKS **",3209,6918.77945936488,"Reef"
2016,"GOATFISHES **",53794,243239.482214084,"Reef"
2016,"MARLIN, BLACK",18449,32957.1621125105,"Pelagic"
2016,"RUDDERFISH **",13512,27259.2173014586,"Reef"
2016,"THREADFINS **",265,2293.3636791371,"Fishpond"
2016,"SCAD, MACKEREL",82157,265089.843190754,"Reef"
2016,"SPEARFISHES **",773727,886085.22671635,"Pelagic"
2016,"SUNFISH, OCEAN",1556158,3564196.66475469,"Pelagic"
2016,"TUNA, ALBACORE",610606,1176175.31323783,"Pelagic"
2016,"TUNA, KAWAKAWA",6165,16928.3339614656,"Pelagic"
2016,"TUNA, SKIPJACK",552509,846749.848373437,"Pelagic"
2016,"MARLIN, STRIPED",1006542,2080781.54728607,"Pelagic"
2016,"MULLET, STRIPED",4942,25165.743802415,"Fishpond"
2016,"PARROTFISHES **",43127,214099.577734326,"Reef"
2016,"RUNNER, RAINBOW",4204,11807.4914445545,"Reef"
2016,"SHARKS, MAKO **",113307,87312.2456005126,"Pelagic"
2016,"TUNA, YELLOWFIN",4690743,15284337.1752867,"Pelagic"
2016,"SURGEONFISHES **",88222,184456.723769172,"Reef"
2016,"TRIGGERFISHES **",327,987.629438203841,"Reef"
2016,"SCORPIONFISHES **",2070,14341.5830825139,"Reef"
2016,"SHRIMP, MARINE **",3715,29548.2822670453,"Deep"
2016,"SNAPPER, GLASSEYE",7093,31942.6657146167,"Reef"
2016,"SQUIRRELFISHES **",48459,257422.012895233,"Reef"
2016,"VERTEBRATES, JAWED",13703,55442.6580162526,"Jawed Vertebrates"
2016,"JOBFISH, GREEN /UKU",113651,606042.308440537,"Reef"
2016,"SHARKS, THRESHER **",3894,1557.20898363152,"Pelagic"
2016,"LOBSTERS, SLIPPER **",138,1149.90587473135,"Reef"
2016,"TENPOUNDER, HAWAIIAN",846,1832.32665085696,"Fishpond"
2016,"LOBSTER, BANDED SPINY",3191,29478.4281718513,"Reef"
2016,"SQUIDS, LOLIGINIDAE **",842,3685.07219107831,"Reef"
2016,"LEATHERSKIN, LARGEMOUTHED",146,375.062757272188,"Reef"
2016,"CRABS, DECAPODA (ORDER) **",7389,52003.6871759346,"Reef"
2016,"GROUPERS, SERRANIDAE (FAMILY) **",11535,67485.5040276914,"Reef"
2016,"SNAPPERS, LUTJANIDAE (FAMILY) **",266362,1835911.77795799,"Deep"
2016,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",21765,23624.6549945974,"Reef"
2017,"OPAH",1812022,3377930.22016999,"Pelagic"
2017,"WAHOO",972832,3233394.85123455,"Pelagic"
2017,"EELS **",728,1130.61627456395,"Reef"
2017,"ESCOLAR",5229,10665.9723737548,"Pelagic"
2017,"OILFISH",318062,276781.613961162,"Pelagic"
2017,"SEAWEED",8096,115546.45202997,"Reef"
2017,"JACKS **",33004,155224.544255129,"Reef"
2017,"MILKFISH",1576,2669.39346168036,"Fishpond"
2017,"SAILFISH",38234,60801.2104592695,"Pelagic"
2017,"TUNAS **",7878,32536.8582745315,"Pelagic"
2017,"SWORDFISH",2560680,6141903.10819158,"Pelagic"
2017,"LIMPETS **",8955,75710.1579007209,"Reef"
2017,"MULLETS **",764,2926.73522566693,"Fishpond"
2017,"DOLPHINFISH",954252,3639887.26103855,"Pelagic"
2017,"EMPERORS **",8299,41001.7148227126,"Reef"
2017,"JACK, BLACK",74,217.263948283743,"Reef"
2017,"POMFRETS **",980398,3466322.89738193,"Pelagic"
2017,"MARLIN, BLUE",1543533,2235450.91215801,"Pelagic"
2017,"OCTOPUSES **",19236,101092.071392937,"Reef"
2017,"SCAD, BIGEYE",248824,858578.608366766,"Reef"
2017,"TUNA, BIGEYE",16976424,68330282.7058499,"Pelagic"
2017,"AMBERJACKS **",3385,7075.84383027007,"Reef"
2017,"GOATFISHES **",37153,176752.65936371,"Reef"
2017,"MARLIN, BLACK",17272,25078.1658363633,"Pelagic"
2017,"RUDDERFISH **",12224,21169.5241259772,"Reef"
2017,"THREADFINS **",217,1665.3387103885,"Fishpond"
2017,"HERRING, ROUND",4697,14708.5583629373,"Reef"
2017,"SCAD, MACKEREL",57185,191689.028468537,"Reef"
2017,"SPEARFISHES **",689858,832254.866205533,"Pelagic"
2017,"TUNA, ALBACORE",276556,532480.187503916,"Pelagic"
2017,"TUNA, KAWAKAWA",6720,18176.3441005924,"Pelagic"
2017,"TUNA, SKIPJACK",492728,812616.736511148,"Pelagic"
2017,"MARLIN, STRIPED",1019406,1778460.45456845,"Pelagic"
2017,"MULLET, STRIPED",4210,22157.75868686,"Fishpond"
2017,"PARROTFISHES **",56551,287197.627326454,"Reef"
2017,"RUNNER, RAINBOW",4324,13352.2407052048,"Reef"
2017,"SHARKS, MAKO **",90073,74019.506885678,"Pelagic"
2017,"TUNA, YELLOWFIN",7267828,22331197.5436727,"Pelagic"
2017,"SURGEONFISHES **",85903,181593.637628867,"Reef"
2017,"TRIGGERFISHES **",310,763.587857074904,"Reef"
2017,"SCORPIONFISHES **",1633,12450.4898518912,"Reef"
2017,"SHRIMP, MARINE **",1665,14904.728724009,"Deep"
2017,"SNAPPER, GLASSEYE",4641,21116.7901579471,"Reef"
2017,"SQUIRRELFISHES **",55955,274810.418236199,"Reef"
2017,"VERTEBRATES, JAWED",10022,40419.5318156611,"Jawed Vertebrates"
2017,"JOBFISH, GREEN /UKU",124297,633549.05595092,"Reef"
2017,"SHARKS, THRESHER **",4436,2485.87925293584,"Pelagic"
2017,"LOBSTERS, SLIPPER **",88,785.736123647518,"Reef"
2017,"TENPOUNDER, HAWAIIAN",1170,2302.36504419132,"Fishpond"
2017,"LOBSTER, BANDED SPINY",3110,21076.7123422443,"Reef"
2017,"SQUIDS, LOLIGINIDAE **",1308,5926.24332721531,"Reef"
2017,"LEATHERSKIN, LARGEMOUTHED",226,607.495311706001,"Reef"
2017,"CRABS, DECAPODA (ORDER) **",5095,38291.1888659689,"Reef"
2017,"GROUPERS, SERRANIDAE (FAMILY) **",14575,82026.6325913585,"Reef"
2017,"SNAPPERS, LUTJANIDAE (FAMILY) **",297997,2135290.12264048,"Deep"
2017,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",14177,20187.6176412579,"Reef"
2018,"OPAH",2326858,3400554.31409102,"Pelagic"
2018,"WAHOO",1147973,3131055.29130436,"Pelagic"
2018,"ESCOLAR",7456,14932.7967058493,"Pelagic"
2018,"OILFISH",303110,241774.926536541,"Pelagic"
2018,"SEAWEED",6082,86949.5230416052,"Reef"
2018,"JACKS **",22792,93491.4414991377,"Reef"
2018,"MILKFISH",1744,2877.9908944018,"Fishpond"
2018,"SAILFISH",29404,34373.141068786,"Pelagic"
2018,"TUNAS **",2304,14916.3157272128,"Pelagic"
2018,"SWORDFISH",1743649,3809864.56883474,"Pelagic"
2018,"LIMPETS **",10700,77487.3811819148,"Reef"
2018,"MULLETS **",103,473.828135799867,"Fishpond"
2018,"DOLPHINFISH",1008296,3598126.22586325,"Pelagic"
2018,"EMPERORS **",4278,19847.2185230257,"Reef"
2018,"POMFRETS **",929604,2940410.54086528,"Pelagic"
2018,"MARLIN, BLUE",1329053,1665639.80528795,"Pelagic"
2018,"OCTOPUSES **",12603,68078.8025027931,"Reef"
2018,"SCAD, BIGEYE",246225,858797.015158623,"Reef"
2018,"TUNA, BIGEYE",15977751,68521072.6546875,"Pelagic"
2018,"AMBERJACKS **",3262,7331.97537092055,"Reef"
2018,"GOATFISHES **",32057,147466.646533731,"Reef"
2018,"MARLIN, BLACK",16041,24375.3674034088,"Pelagic"
2018,"RUDDERFISH **",11805,23276.2921405861,"Reef"
2018,"THREADFINS **",179,1429.72489671786,"Fishpond"
2018,"CRUSTACEANS **",13153,132566.811785155,"Reef"
2018,"SCAD, MACKEREL",52668,169072.17946504,"Reef"
2018,"SPEARFISHES **",484741,595178.611561707,"Pelagic"
2018,"TUNA, ALBACORE",220051,404894.382530305,"Pelagic"
2018,"TUNA, KAWAKAWA",5445,17417.3042353042,"Pelagic"
2018,"TUNA, SKIPJACK",370285,670865.445827583,"Pelagic"
2018,"MARLIN, STRIPED",1258755,1752109.31982677,"Pelagic"
2018,"MULLET, STRIPED",3677,18639.9868379009,"Fishpond"
2018,"PARROTFISHES **",52404,264797.823630591,"Reef"
2018,"RUNNER, RAINBOW",2969,7934.56115231821,"Reef"
2018,"SHARKS, MAKO **",92189,63882.3333174699,"Pelagic"
2018,"TUNA, YELLOWFIN",7337181,27426405.4833106,"Pelagic"
2018,"SURGEONFISHES **",66466,141187.393673218,"Reef"
2018,"TRIGGERFISHES **",544,1467.83715981481,"Reef"
2018,"SCORPIONFISHES **",1744,10311.9423206358,"Reef"
2018,"SHRIMP, MARINE **",6957,67877.9405756605,"Deep"
2018,"SNAPPER, GLASSEYE",3585,16075.1345375929,"Reef"
2018,"SQUIRRELFISHES **",40603,197206.24005874,"Reef"
2018,"VERTEBRATES, JAWED",11854,40066.2891265379,"Jawed Vertebrates"
2018,"JOBFISH, GREEN /UKU",70205,384209.724280311,"Reef"
2018,"LOBSTERS, SLIPPER **",23,240.004251394281,"Reef"
2018,"TENPOUNDER, HAWAIIAN",334,667.479634778943,"Fishpond"
2018,"LOBSTER, BANDED SPINY",1519,14001.6214128861,"Reef"
2018,"SQUIDS, LOLIGINIDAE **",236,911.604130832353,"Reef"
2018,"LEATHERSKIN, LARGEMOUTHED",157,395.543487276411,"Reef"
2018,"CRABS, DECAPODA (ORDER) **",1460,10683.7944011222,"Reef"
2018,"GROUPERS, SERRANIDAE (FAMILY) **",9563,53645.5854618632,"Reef"
2018,"SNAPPERS, LUTJANIDAE (FAMILY) **",197350,1478059.48681411,"Deep"
2018,"SHARKS, CHONDRICHTHYES (CLASS) **",564,250.304863042104,"Pelagic"
2018,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",16714,14838.0310786893,"Reef"
2019,"OPAH",1613815,3157945.01443358,"Pelagic"
2019,"WAHOO",1522778,3681669.63244805,"Pelagic"
2019,"EELS **",28,67.8011759703091,"Reef"
2019,"ESCOLAR",6870,13988.29336474,"Pelagic"
2019,"OILFISH",267146,255229.937256351,"Pelagic"
2019,"SEAWEED",4208,57248.4795073481,"Reef"
2019,"JACKS **",16632,63850.4925227257,"Reef"
2019,"MILKFISH",1476,2534.95441500932,"Fishpond"
2019,"SAILFISH",46614,22688.095003796,"Pelagic"
2019,"TUNAS **",11364,66184.0673255247,"Pelagic"
2019,"SWORDFISH",1490701,3850075.6100641,"Pelagic"
2019,"LIMPETS **",10636,78692.8783131216,"Reef"
2019,"MULLETS **",568,2387.20856886506,"Fishpond"
2019,"DOLPHINFISH",942638,3495456.23254022,"Pelagic"
2019,"EMPERORS **",6661,31898.935357255,"Reef"
2019,"POMFRETS **",781162,2766270.77630516,"Pelagic"
2019,"MARLIN, BLUE",1888085,1348800.16427072,"Pelagic"
2019,"OCTOPUSES **",11481,64030.6210200797,"Reef"
2019,"SCAD, BIGEYE",228054,780779.115274924,"Reef"
2019,"TUNA, BIGEYE",16478450,64300720.6659884,"Pelagic"
2019,"AMBERJACKS **",3197,6201.27770665752,"Reef"
2019,"GOATFISHES **",25199,114903.766070518,"Reef"
2019,"MARLIN, BLACK",13375,11331.9040076943,"Pelagic"
2019,"RUDDERFISH **",11145,23194.0739289475,"Reef"
2019,"THREADFINS **",434,3569.17533801911,"Fishpond"
2019,"CRUSTACEANS **",13049,89864.892980468,"Reef"
2019,"SCAD, MACKEREL",84816,240329.869868488,"Reef"
2019,"SPEARFISHES **",461182,423126.900073693,"Pelagic"
2019,"TUNA, ALBACORE",269263,493923.471280899,"Pelagic"
2019,"TUNA, KAWAKAWA",5527,17730.513495161,"Pelagic"
2019,"TUNA, SKIPJACK",645487,825757.605847346,"Pelagic"
2019,"MARLIN, STRIPED",1407494,1246390.02982004,"Pelagic"
2019,"MULLET, STRIPED",2169,11666.8620561447,"Fishpond"
2019,"PARROTFISHES **",46029,232130.987365332,"Reef"
2019,"RUNNER, RAINBOW",4059,9574.13322171782,"Reef"
2019,"TUNA, YELLOWFIN",5860542,20855138.7854155,"Pelagic"
2019,"SURGEONFISHES **",59048,125967.501247882,"Reef"
2019,"TRIGGERFISHES **",109,282.336240234571,"Reef"
2019,"SCORPIONFISHES **",1592,9673.30509104753,"Reef"
2019,"SHRIMP, MARINE **",2247,16852.1340810979,"Deep"
2019,"SNAPPER, GLASSEYE",1596,7229.42688256549,"Reef"
2019,"SQUIRRELFISHES **",47053,226603.673586977,"Reef"
2019,"VERTEBRATES, JAWED",11432,37149.9846424779,"Jawed Vertebrates"
2019,"JOBFISH, GREEN /UKU",82773,423045.943445669,"Reef"
2019,"LOBSTERS, SLIPPER **",134,2101.83645507958,"Reef"
2019,"TENPOUNDER, HAWAIIAN",741,1463.29105153831,"Fishpond"
2019,"LOBSTER, BANDED SPINY",3350,30389.0942446027,"Reef"
2019,"SQUIDS, LOLIGINIDAE **",1589,8289.95870968316,"Reef"
2019,"LEATHERSKIN, LARGEMOUTHED",258,538.36157636126,"Reef"
2019,"CRABS, DECAPODA (ORDER) **",2470,18555.259143158,"Reef"
2019,"GROUPERS, SERRANIDAE (FAMILY) **",11304,62785.9128642068,"Reef"
2019,"SNAPPERS, LUTJANIDAE (FAMILY) **",198162,1352994.72956022,"Deep"
2019,"SHARKS, CHONDRICHTHYES (CLASS) **",72544,83567.4792780317,"Pelagic"
2019,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",5725,10226.8460351633,"Reef"
2020,"WAHOO",816898,1828732,"Pelagic"
2020,"EELS **",487,688,"Reef"
2020,"ESCOLAR",4208,9338,"Pelagic"
2020,"OILFISH",144904,91478,"Pelagic"
2020,"SEAWEED",3818,55554,"Reef"
2020,"JACKS **",9762,32864,"Reef"
2020,"MILKFISH",1135,2063,"Fishpond"
2020,"SAILFISH",11643,12268,"Pelagic"
2020,"TUNAS **",2317,12145,"Pelagic"
2020,"SWORDFISH",809676,2977141,"Pelagic"
2020,"LIMPETS **",13637,94944,"Reef"
2020,"MULLETS **",1736,8556,"Fishpond"
2020,"DOLPHINFISH",535492,1925720,"Pelagic"
2020,"EMPERORS **",6689,31036,"Reef"
2020,"JACK, BLACK",74,262,"Reef"
2020,"POMFRETS **",524792,1367454,"Pelagic"
2020,"MARLIN, BLUE",974893,1109261,"Pelagic"
2020,"OCTOPUSES **",3676,18295,"Reef"
2020,"SCAD, BIGEYE",267903,869180,"Reef"
2020,"TUNA, BIGEYE",15700577,53278934,"Pelagic"
2020,"AMBERJACKS **",1684,2755,"Reef"
2020,"GOATFISHES **",31478,135101,"Reef"
2020,"MARLIN, BLACK",7679,8522,"Pelagic"
2020,"RUDDERFISH **",9505,19319,"Reef"
2020,"THREADFINS **",189,1519,"Fishpond"
2020,"CRUSTACEANS **",9264,73858,"Reef"
2020,"SCAD, MACKEREL",52349,160196,"Reef"
2020,"SPEARFISHES **",272992,220508,"Pelagic"
2020,"TUNA, ALBACORE",128300,225984,"Pelagic"
2020,"TUNA, KAWAKAWA",2900,8770,"Pelagic"
2020,"TUNA, SKIPJACK",315327,660224,"Pelagic"
2020,"MARLIN, STRIPED",916504,1150073,"Pelagic"
2020,"MULLET, STRIPED",4745,26919,"Fishpond"
2020,"PARROTFISHES **",44088,218269,"Reef"
2020,"RUNNER, RAINBOW",1947,4005,"Reef"
2020,"TUNA, YELLOWFIN",4459439,13745700,"Pelagic"
2020,"SURGEONFISHES **",64426,141501,"Reef"
2020,"TRIGGERFISHES **",130,345,"Reef"
2020,"SCORPIONFISHES **",1599,11858,"Reef"
2020,"SNAPPER, GLASSEYE",1102,4332,"Reef"
2020,"SQUIRRELFISHES **",55822,286995,"Reef"
2020,"VERTEBRATES, JAWED",821365,1719624,"Jawed Vertebrates"
2020,"JOBFISH, GREEN /UKU",37530,180966,"Reef"
2020,"LOBSTERS, SLIPPER **",184,2461,"Reef"
2020,"LOBSTER, BANDED SPINY",1408,12628,"Reef"
2020,"SQUIDS, LOLIGINIDAE **",3796,23605,"Reef"
2020,"LEATHERSKIN, LARGEMOUTHED",283,626,"Reef"
2020,"CRABS, DECAPODA (ORDER) **",2656,21329,"Reef"
2020,"GROUPERS, SERRANIDAE (FAMILY) **",8094,43347,"Reef"
2020,"SNAPPERS, LUTJANIDAE (FAMILY) **",167341,1007575,"Deep"
2020,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",5587,9771,"Reef"
