"Year","NMFS Name","Pounds","Metric Tons","Dollars","Confidentiality","Collection","Scientific Name","Tsn"
"2005","SCAD, MACKEREL","154,053","70","342,416","Public","Commercial","Decapterus macarellus","168724"
"2005","SPEARFISHES **","467,748","212","420,144","Public","Commercial","Tetrapturus ","172498"
"2005","SUNFISH, OCEAN","123","0","12","Public","Commercial","Mola mola","173414"
"2005","TUNA, ALBACORE","1,008,007","457","1,506,812","Public","Commercial","Thunnus alalunga","172419"
"2005","TUNA, KAWAKAWA","3,342","2","4,845","Public","Commercial","Euthynnus affinis","172403"
"2005","TUNA, SKIPJACK","964,402","437","1,132,066","Public","Commercial","Katsuwonus pelamis","172401"
"2005","MARLIN, STRIPED","1,218,030","552","1,536,754","Public","Commercial","Kajikia audax","768127"
"2005","MULLET, STRIPED","8,679","4","30,222","Public","Commercial","Mugil cephalus","170335"
"2005","PARROTFISHES **","30,032","14","89,450","Public","Commercial","Scaridae","170809"
"2005","RUNNER, RAINBOW","4,265","2","6,726","Public","Commercial","Elagatis bipinnulata","168738"
"2005","SHARKS, MAKO **","203,827","92","81,657","Public","Commercial","Isurus","159923"
"2005","TUNA, YELLOWFIN","3,208,468","1,455","7,369,099","Public","Commercial","Thunnus albacares","172423"
"2005","SURGEONFISHES **","82,368","37","120,006","Public","Commercial","Acanthuridae","172250"
"2005","TRIGGERFISHES **","1,134","1","1,698","Public","Commercial","Balistidae","173128"
"2005","CUCUMBERS, SEA **","38","0","114","Public","Commercial","Holothuroidea","158140"
"2005","MACKEREL, FRIGATE","3","0","1","Public","Commercial","Auxis thazard","172456"
"2005","SCORPIONFISHES **","2,599","1","11,421","Public","Commercial","Scorpaenidae","166704"
"2005","SHRIMP, MARINE **","84","0","756","Public","Commercial","Dendrobranchiata","95600"
"2005","SNAPPER, GLASSEYE","5,688","3","15,227","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2005","SQUIRRELFISHES **","32,986","15","115,562","Public","Commercial","Holocentridae","166170"
"2005","VERTEBRATES, JAWED","12,246","6","33,631","Public","Commercial","Gnathostomata ","914179"
"2005","JOBFISH, GREEN /UKU","145,233","66","483,929","Public","Commercial","Aprion virescens","168926"
"2005","SHARKS, THRESHER **","63,314","29","17,189","Public","Commercial","Alopias","159915"
"2005","LOBSTERS, SLIPPER **","13","0","102","Public","Commercial","Scyllaridae","97660"
"2005","TENPOUNDER, HAWAIIAN","640","0","652","Public","Commercial","Elops","635879"
"2005","LOBSTER, BANDED SPINY","10,091","5","110,927","Public","Commercial","Panulirus marginatus","199948"
"2005","SQUIDS, LOLIGINIDAE **","1,444","1","2,669","Public","Commercial","Loliginidae","82369"
"2005","LEATHERSKIN, LARGEMOUTHED","351","0","460","Public","Commercial","Scomberoides lysan","641950"
"2005","CRABS, DECAPODA (ORDER) **","8,951","4","36,249","Public","Commercial","Decapoda","95599"
"2005","PUFFERS, SPHOEROIDES (GENUS) **","3","0","2","Public","Commercial","Sphoeroides spp.","173289"
"2005","GROUPERS, SERRANIDAE (FAMILY) **","45,635","21","208,638","Public","Commercial","Serranidae","167674"
"2005","SNAPPERS, LUTJANIDAE (FAMILY) **","288,914","131","1,509,492","Public","Commercial","Lutjanidae","168845"
"2005","SHARKS, CHONDRICHTHYES (CLASS) **","8,314","4","2,673","Public","Commercial","Chondrichthyes","159785"
"2005","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","33,878","15","25,183","Public","Commercial","Sphyraenidae","170424"
"2005","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","32","0","286","Public","Commercial","Strongylocentrotus","157968"
"2006","OPAH","1,093,224","496","1,905,999","Public","Commercial","Lampris guttatus","166326"
"2006","WAHOO","892,581","405","2,329,696","Public","Commercial","Acanthocybium solandri","172451"
"2006","EELS **","933","0","1,048","Public","Commercial","Anguilliformes","161123"
"2006","ESCOLAR","4,062","2","4,311","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2006","OILFISH","417,146","189","839,945","Public","Commercial","Ruvettus pretiosus","172364"
"2006","SEAWEED","13,094","6","61,668","Public","Commercial","Phaeophyta ","660055"
"2006","JACKS **","23,930","11","57,555","Public","Commercial","Carangidae","168584"
"2006","SAILFISH","18,442","8","15,460","Public","Commercial","Istiophorus platypterus","172488"
"2006","TUNAS **","1,303","1","1,362","Public","Commercial","Thunnus","172418"
"2006","ALFONSINO","3","0","7","Public","Commercial","Beryx splendens","166156"
"2006","SWORDFISH","2,602,183","1,180","5,237,498","Public","Commercial","Xiphias gladius","172482"
"2006","LIMPETS **","5,072","2","57,043","Public","Commercial","Fissurellidae","69510"
"2006","MULLETS **","49","0","131","Public","Commercial","Mugilidae","170333"
"2006","DOLPHINFISH","1,337,174","607","3,629,869","Public","Commercial","Coryphaena hippurus","168791"
"2006","EMPERORS **","1,684","1","4,140","Public","Commercial","Lethrinidae","169129"
"2006","JACK, BLACK","367","0","543","Public","Commercial","Caranx lugubris","168613"
"2006","POMFRETS **","584,014","265","1,328,421","Public","Commercial","Bramidae","170287"
"2006","TILAPIAS **","605","0","1,145","Public","Commercial","Tilapia","169809"
"2006","JACK, ALMACO","323","0","530","Public","Commercial","Seriola rivoliana","168691"
"2006","MARLIN, BLUE","977,245","443","969,143","Public","Commercial","Makaira nigricans","172491"
"2006","OCTOPUSES **","17,694","8","60,038","Public","Commercial","Octopodidae","82590"
"2006","SCAD, BIGEYE","235,624","107","550,467","Public","Commercial","Selar crumenophthalmus","168677"
"2006","TUNA, BIGEYE","10,136,398","4,598","34,226,435","Public","Commercial","Thunnus obesus","172428"
"2006","BILLFISHES **","271","0","347","Public","Commercial","Istiophoridae","172486"
"2006","GOATFISHES **","30,672","14","92,602","Public","Commercial","Mullidae","169406"
"2006","MARLIN, BLACK","9,245","4","9,873","Public","Commercial","Istiompax indica","768125"
"2006","RUDDERFISH **","34,759","16","35,675","Public","Commercial","Kyphosidae","169503"
"2006","THREADFINS **","366","0","1,830","Public","Commercial","Polynemidae","170445"
"2006","SCAD, MACKEREL","196,242","89","448,969","Public","Commercial","Decapterus macarellus","168724"
"2006","SPEARFISHES **","362,830","165","378,405","Public","Commercial","Tetrapturus ","172498"
"2006","SUNFISH, OCEAN","77","0","9","Public","Commercial","Mola mola","173414"
"2006","TUNA, ALBACORE","764,709","347","1,283,926","Public","Commercial","Thunnus alalunga","172419"
"2006","TUNA, KAWAKAWA","2,920","1","5,325","Public","Commercial","Euthynnus affinis","172403"
"2006","TUNA, SKIPJACK","867,271","393","1,195,219","Public","Commercial","Katsuwonus pelamis","172401"
"2006","MACKEREL, SNAKE","1","0","2","Public","Commercial","Gempylus serpens","172360"
"2006","MARLIN, STRIPED","1,490,250","676","1,601,999","Public","Commercial","Kajikia audax","768127"
"2006","MULLET, STRIPED","7,961","4","28,134","Public","Commercial","Mugil cephalus","170335"
"2006","PARROTFISHES **","25,779","12","85,344","Public","Commercial","Scaridae","170809"
"2006","RUNNER, RAINBOW","1,768","1","3,618","Public","Commercial","Elagatis bipinnulata","168738"
"2006","SHARKS, MAKO **","198,645","90","120,558","Public","Commercial","Isurus","159923"
"2006","TUNA, YELLOWFIN","3,026,303","1,373","7,917,411","Public","Commercial","Thunnus albacares","172423"
"2006","SURGEONFISHES **","65,704","30","110,781","Public","Commercial","Acanthuridae","172250"
"2006","TRIGGERFISHES **","1,521","1","2,699","Public","Commercial","Balistidae","173128"
"2006","CUCUMBERS, SEA **","174","0","612","Public","Commercial","Holothuroidea","158140"
"2006","MACKEREL, FRIGATE","88","0","285","Public","Commercial","Auxis thazard","172456"
"2006","SCORPIONFISHES **","2,090","1","8,060","Public","Commercial","Scorpaenidae","166704"
"2006","SHRIMP, MARINE **","5","0","30","Public","Commercial","Dendrobranchiata","95600"
"2006","SNAPPER, GLASSEYE","3,050","1","9,779","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2006","SQUIRRELFISHES **","27,140","12","104,522","Public","Commercial","Holocentridae","166170"
"2006","VERTEBRATES, JAWED","13,478","6","33,745","Public","Commercial","Gnathostomata ","914179"
"2006","JOBFISH, GREEN /UKU","142,230","65","443,511","Public","Commercial","Aprion virescens","168926"
"2006","SHARKS, THRESHER **","73,732","33","31,013","Public","Commercial","Alopias","159915"
"2006","LOBSTERS, SLIPPER **","3","0","24","Public","Commercial","Scyllaridae","97660"
"2006","TENPOUNDER, HAWAIIAN","1,016","0","1,021","Public","Commercial","Elops","635879"
"2006","LOBSTER, BANDED SPINY","6,178","3","59,527","Public","Commercial","Panulirus marginatus","199948"
"2006","SQUIDS, LOLIGINIDAE **","1,902","1","4,711","Public","Commercial","Loliginidae","82369"
"2006","LEATHERSKIN, LARGEMOUTHED","420","0","762","Public","Commercial","Scomberoides lysan","641950"
"2006","CRABS, DECAPODA (ORDER) **","6,651","3","29,432","Public","Commercial","Decapoda","95599"
"2006","GROUPERS, SERRANIDAE (FAMILY) **","26,932","12","139,656","Public","Commercial","Serranidae","167674"
"2006","SNAPPERS, LUTJANIDAE (FAMILY) **","236,218","107","1,306,129","Public","Commercial","Lutjanidae","168845"
"2006","SHARKS, CHONDRICHTHYES (CLASS) **","2,670","1","917","Public","Commercial","Chondrichthyes","159785"
"2006","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","32,627","15","31,481","Public","Commercial","Sphyraenidae","170424"
"2006","BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **","403","0","399","Public","Commercial","Chaetodontidae","169554"
"2007","OPAH","1,226,428","556","2,170,629","Public","Commercial","Lampris guttatus","166326"
"2007","WAHOO","714,579","324","2,085,295","Public","Commercial","Acanthocybium solandri","172451"
"2007","EELS **","1,975","1","2,053","Public","Commercial","Anguilliformes","161123"
"2007","ESCOLAR","6,641","3","6,877","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2007","OILFISH","458,221","208","1,019,750","Public","Commercial","Ruvettus pretiosus","172364"
"2007","SEAWEED","8,676","4","71,248","Public","Commercial","Phaeophyta ","660055"
"2007","JACKS **","29,796","14","60,126","Public","Commercial","Carangidae","168584"
"2007","SAILFISH","25,902","12","24,767","Public","Commercial","Istiophorus platypterus","172488"
"2007","TUNAS **","5,000","2","19,865","Public","Commercial","Thunnus","172418"
"2007","SWORDFISH","3,643,173","1,653","7,730,171","Public","Commercial","Xiphias gladius","172482"
"2007","LIMPETS **","6,794","3","58,744","Public","Commercial","Fissurellidae","69510"
"2007","MULLETS **","298","0","597","Public","Commercial","Mugilidae","170333"
"2007","DOLPHINFISH","1,388,217","630","3,482,737","Public","Commercial","Coryphaena hippurus","168791"
"2007","EMPERORS **","3,320","2","11,207","Public","Commercial","Lethrinidae","169129"
"2007","JACK, BLACK","436","0","702","Public","Commercial","Caranx lugubris","168613"
"2007","POMFRETS **","592,991","269","1,460,868","Public","Commercial","Bramidae","170287"
"2007","TILAPIAS **","216","0","540","Public","Commercial","Tilapia","169809"
"2007","JACK, ALMACO","1,027","0","1,961","Public","Commercial","Seriola rivoliana","168691"
"2007","MARLIN, BLUE","747,197","339","912,757","Public","Commercial","Makaira nigricans","172491"
"2007","OCTOPUSES **","17,009","8","61,496","Public","Commercial","Octopodidae","82590"
"2007","SCAD, BIGEYE","268,791","122","637,698","Public","Commercial","Selar crumenophthalmus","168677"
"2007","TUNA, BIGEYE","12,875,412","5,840","41,973,244","Public","Commercial","Thunnus obesus","172428"
"2007","BILLFISHES **","736","0","373","Public","Commercial","Istiophoridae","172486"
"2007","GOATFISHES **","26,479","12","94,326","Public","Commercial","Mullidae","169406"
"2007","MARLIN, BLACK","4,770","2","6,157","Public","Commercial","Istiompax indica","768125"
"2007","RUDDERFISH **","31,073","14","34,004","Public","Commercial","Kyphosidae","169503"
"2007","THREADFINS **","229","0","1,373","Public","Commercial","Polynemidae","170445"
"2007","SCAD, MACKEREL","192,691","87","456,794","Public","Commercial","Decapterus macarellus","168724"
"2007","SPEARFISHES **","316,880","144","346,988","Public","Commercial","Tetrapturus ","172498"
"2007","SUNFISH, OCEAN","86","0","31","Public","Commercial","Mola mola","173414"
"2007","TUNA, ALBACORE","735,183","333","1,131,129","Public","Commercial","Thunnus alalunga","172419"
"2007","TUNA, KAWAKAWA","2,548","1","3,949","Public","Commercial","Euthynnus affinis","172403"
"2007","TUNA, SKIPJACK","729,260","331","800,258","Public","Commercial","Katsuwonus pelamis","172401"
"2007","MARLIN, STRIPED","623,175","283","1,108,765","Public","Commercial","Kajikia audax","768127"
"2007","MULLET, STRIPED","10,186","5","37,232","Public","Commercial","Mugil cephalus","170335"
"2007","PARROTFISHES **","43,458","20","155,803","Public","Commercial","Scaridae","170809"
"2007","RUNNER, RAINBOW","987","0","2,063","Public","Commercial","Elagatis bipinnulata","168738"
"2007","SHARKS, MAKO **","264,445","120","153,052","Public","Commercial","Isurus","159923"
"2007","TUNA, YELLOWFIN","3,246,291","1,473","7,242,678","Public","Commercial","Thunnus albacares","172423"
"2007","SURGEONFISHES **","85,177","39","154,479","Public","Commercial","Acanthuridae","172250"
"2007","TRIGGERFISHES **","760","0","1,304","Public","Commercial","Balistidae","173128"
"2007","CUCUMBERS, SEA **","163","0","627","Public","Commercial","Holothuroidea","158140"
"2007","MACKEREL, FRIGATE","137","0","172","Public","Commercial","Auxis thazard","172456"
"2007","SCORPIONFISHES **","1,469","1","6,068","Public","Commercial","Scorpaenidae","166704"
"2007","SHRIMP, MARINE **","417","0","2,333","Public","Commercial","Dendrobranchiata","95600"
"2007","SNAPPER, GLASSEYE","4,111","2","13,619","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2007","SQUIRRELFISHES **","33,011","15","132,366","Public","Commercial","Holocentridae","166170"
"2007","VERTEBRATES, JAWED","11,405","5","26,120","Public","Commercial","Gnathostomata ","914179"
"2007","JOBFISH, GREEN /UKU","148,899","68","473,579","Public","Commercial","Aprion virescens","168926"
"2007","SHARKS, THRESHER **","99,436","45","40,323","Public","Commercial","Alopias","159915"
"2007","LOBSTERS, SLIPPER **","4","0","28","Public","Commercial","Scyllaridae","97660"
"2007","TENPOUNDER, HAWAIIAN","1,206","1","1,242","Public","Commercial","Elops","635879"
"2007","LOBSTER, BANDED SPINY","7,845","4","92,908","Public","Commercial","Panulirus marginatus","199948"
"2007","SQUIDS, LOLIGINIDAE **","2,211","1","5,176","Public","Commercial","Loliginidae","82369"
"2007","SHARK, WHITETIP, OCEANIC","114","0","80","Public","Commercial","Carcharhinus longimanus","160330"
"2007","LEATHERSKIN, LARGEMOUTHED","278","0","472","Public","Commercial","Scomberoides lysan","641950"
"2007","CRABS, DECAPODA (ORDER) **","10,080","5","43,270","Public","Commercial","Decapoda","95599"
"2007","GROUPERS, SERRANIDAE (FAMILY) **","23,435","11","118,207","Public","Commercial","Serranidae","167674"
"2007","SNAPPERS, LUTJANIDAE (FAMILY) **","231,862","105","1,216,019","Public","Commercial","Lutjanidae","168845"
"2007","SHARKS, CHONDRICHTHYES (CLASS) **","318","0","224","Public","Commercial","Chondrichthyes","159785"
"2007","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","25,410","12","28,150","Public","Commercial","Sphyraenidae","170424"
"2007","BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **","55","0","54","Public","Commercial","Chaetodontidae","169554"
"2007","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","120","0","360","Public","Commercial","Strongylocentrotus","157968"
"2008","OPAH","1,313,244","596","2,197,845","Public","Commercial","Lampris guttatus","166326"
"2008","WAHOO","849,230","385","2,224,749","Public","Commercial","Acanthocybium solandri","172451"
"2008","EELS **","605","0","622","Public","Commercial","Anguilliformes","161123"
"2008","ESCOLAR","10,649","5","11,203","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2008","OILFISH","491,247","223","917,124","Public","Commercial","Ruvettus pretiosus","172364"
"2008","SEAWEED","12,644","6","100,162","Public","Commercial","Phaeophyta ","660055"
"2008","JACKS **","29,896","14","69,134","Public","Commercial","Carangidae","168584"
"2008","SAILFISH","11,251","5","11,761","Public","Commercial","Istiophorus platypterus","172488"
"2008","TUNAS **","4,471","2","10,662","Public","Commercial","Thunnus","172418"
"2008","ALFONSINO","38","0","178","Public","Commercial","Beryx splendens","166156"
"2008","SWORDFISH","3,834,728","1,739","7,177,224","Public","Commercial","Xiphias gladius","172482"
"2008","LIMPETS **","6,526","3","56,144","Public","Commercial","Fissurellidae","69510"
"2008","MULLETS **","314","0","785","Public","Commercial","Mugilidae","170333"
"2008","DOLPHINFISH","1,249,571","567","3,174,194","Public","Commercial","Coryphaena hippurus","168791"
"2008","EMPERORS **","3,138","1","11,155","Public","Commercial","Lethrinidae","169129"
"2008","JACK, BLACK","495","0","893","Public","Commercial","Caranx lugubris","168613"
"2008","POMFRETS **","670,742","304","1,662,057","Public","Commercial","Bramidae","170287"
"2008","TILAPIAS **","657","0","2,059","Public","Commercial","Tilapia","169809"
"2008","JACK, ALMACO","814","0","996","Public","Commercial","Seriola rivoliana","168691"
"2008","MARLIN, BLUE","922,071","418","1,019,212","Public","Commercial","Makaira nigricans","172491"
"2008","OCTOPUSES **","20,875","9","83,690","Public","Commercial","Octopodidae","82590"
"2008","SCAD, BIGEYE","154,839","70","448,457","Public","Commercial","Selar crumenophthalmus","168677"
"2008","TUNA, BIGEYE","13,373,442","6,066","49,674,933","Public","Commercial","Thunnus obesus","172428"
"2008","BILLFISHES **","121","0","90","Public","Commercial","Istiophoridae","172486"
"2008","GOATFISHES **","36,605","17","148,563","Public","Commercial","Mullidae","169406"
"2008","MARLIN, BLACK","6,217","3","4,673","Public","Commercial","Istiompax indica","768125"
"2008","RUDDERFISH **","37,658","17","48,795","Public","Commercial","Kyphosidae","169503"
"2008","THREADFINS **","422","0","2,673","Public","Commercial","Polynemidae","170445"
"2008","SCAD, MACKEREL","162,931","74","440,565","Public","Commercial","Decapterus macarellus","168724"
"2008","SPEARFISHES **","507,744","230","358,208","Public","Commercial","Tetrapturus ","172498"
"2008","SUNFISH, OCEAN","79","0","8","Public","Commercial","Mola mola","173414"
"2008","TUNA, ALBACORE","803,125","364","1,343,906","Public","Commercial","Thunnus alalunga","172419"
"2008","TUNA, KAWAKAWA","2,444","1","4,624","Public","Commercial","Euthynnus affinis","172403"
"2008","TUNA, SKIPJACK","910,313","413","1,188,574","Public","Commercial","Katsuwonus pelamis","172401"
"2008","FLYINGFISHES **","1","0","2","Public","Commercial","Exocoetidae","165431"
"2008","MACKEREL, SNAKE","5","0","1","Public","Commercial","Gempylus serpens","172360"
"2008","MARLIN, STRIPED","1,023,462","464","1,048,441","Public","Commercial","Kajikia audax","768127"
"2008","MULLET, STRIPED","8,841","4","33,361","Public","Commercial","Mugil cephalus","170335"
"2008","PARROTFISHES **","44,401","20","166,717","Public","Commercial","Scaridae","170809"
"2008","RUNNER, RAINBOW","2,799","1","5,558","Public","Commercial","Elagatis bipinnulata","168738"
"2008","SHARKS, MAKO **","249,683","113","125,997","Public","Commercial","Isurus","159923"
"2008","TUNA, YELLOWFIN","3,201,107","1,452","8,639,947","Public","Commercial","Thunnus albacares","172423"
"2008","SURGEONFISHES **","77,913","35","145,049","Public","Commercial","Acanthuridae","172250"
"2008","TRIGGERFISHES **","588","0","647","Public","Commercial","Balistidae","173128"
"2008","CABRILLA, SPOTTED","3","0","8","Public","Commercial","Epinephelus analogus","167697"
"2008","CUCUMBERS, SEA **","149","0","588","Public","Commercial","Holothuroidea","158140"
"2008","MACKEREL, FRIGATE","66","0","108","Public","Commercial","Auxis thazard","172456"
"2008","SCORPIONFISHES **","1,369","1","5,914","Public","Commercial","Scorpaenidae","166704"
"2008","SHRIMP, MARINE **","161","0","658","Public","Commercial","Dendrobranchiata","95600"
"2008","SNAPPER, GLASSEYE","3,244","1","10,474","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2008","SQUIRRELFISHES **","56,512","26","257,731","Public","Commercial","Holocentridae","166170"
"2008","VERTEBRATES, JAWED","13,855","6","40,000","Public","Commercial","Gnathostomata ","914179"
"2008","JOBFISH, GREEN /UKU","137,371","62","495,858","Public","Commercial","Aprion virescens","168926"
"2008","SHARKS, THRESHER **","89,390","41","23,949","Public","Commercial","Alopias","159915"
"2008","LOBSTERS, SLIPPER **","1","0","4","Public","Commercial","Scyllaridae","97660"
"2008","TENPOUNDER, HAWAIIAN","432","0","425","Public","Commercial","Elops","635879"
"2008","LOBSTER, BANDED SPINY","9,912","4","120,317","Public","Commercial","Panulirus marginatus","199948"
"2008","SQUIDS, LOLIGINIDAE **","1,479","1","3,262","Public","Commercial","Loliginidae","82369"
"2008","SHARK, WHITETIP, OCEANIC","110","0","62","Public","Commercial","Carcharhinus longimanus","160330"
"2008","LEATHERSKIN, LARGEMOUTHED","303","0","558","Public","Commercial","Scomberoides lysan","641950"
"2008","CRABS, DECAPODA (ORDER) **","13,228","6","56,942","Public","Commercial","Decapoda","95599"
"2008","GROUPERS, SERRANIDAE (FAMILY) **","19,341","9","99,568","Public","Commercial","Serranidae","167674"
"2008","SNAPPERS, LUTJANIDAE (FAMILY) **","240,140","109","1,219,386","Public","Commercial","Lutjanidae","168845"
"2008","SHARKS, CHONDRICHTHYES (CLASS) **","150","0","97","Public","Commercial","Chondrichthyes","159785"
"2008","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","32,668","15","29,357","Public","Commercial","Sphyraenidae","170424"
"2008","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","14","0","126","Public","Commercial","Strongylocentrotus","157968"
"2009","OPAH","1,884,043","855","2,409,252","Public","Commercial","Lampris guttatus","166326"
"2009","WAHOO","604,808","274","1,672,639","Public","Commercial","Acanthocybium solandri","172451"
"2009","EELS **","1,588","1","1,634","Public","Commercial","Anguilliformes","161123"
"2009","ESCOLAR","7,348","3","8,249","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2009","OILFISH","544,613","247","704,605","Public","Commercial","Ruvettus pretiosus","172364"
"2009","RAYS **","44","0","154","Public","Commercial","Rajiformes","160806"
"2009","SEAWEED","14,576","7","109,270","Public","Commercial","Phaeophyta ","660055"
"2009","JACKS **","27,663","13","61,359","Public","Commercial","Carangidae","168584"
"2009","SAILFISH","22,438","10","20,508","Public","Commercial","Istiophorus platypterus","172488"
"2009","TUNAS **","590","0","1,259","Public","Commercial","Thunnus","172418"
"2009","ALFONSINO","40","0","13","Public","Commercial","Beryx splendens","166156"
"2009","SWORDFISH","3,881,196","1,760","7,336,314","Public","Commercial","Xiphias gladius","172482"
"2009","LIMPETS **","11,436","5","77,707","Public","Commercial","Fissurellidae","69510"
"2009","MULLETS **","354","0","946","Public","Commercial","Mugilidae","170333"
"2009","DOLPHINFISH","1,286,856","584","2,852,711","Public","Commercial","Coryphaena hippurus","168791"
"2009","EMPERORS **","3,808","2","13,529","Public","Commercial","Lethrinidae","169129"
"2009","HERRINGS **","275","0","413","Public","Commercial","Clupeidae","161700"
"2009","JACK, BLACK","292","0","544","Public","Commercial","Caranx lugubris","168613"
"2009","POMFRETS **","627,055","284","1,380,809","Public","Commercial","Bramidae","170287"
"2009","TILAPIAS **","702","0","2,243","Public","Commercial","Tilapia","169809"
"2009","JACK, ALMACO","518","0","721","Public","Commercial","Seriola rivoliana","168691"
"2009","MARLIN, BLUE","1,032,652","468","1,193,172","Public","Commercial","Makaira nigricans","172491"
"2009","OCTOPUSES **","20,688","9","80,331","Public","Commercial","Octopodidae","82590"
"2009","SCAD, BIGEYE","200,354","91","642,777","Public","Commercial","Selar crumenophthalmus","168677"
"2009","TUNA, BIGEYE","10,750,161","4,876","39,365,990","Public","Commercial","Thunnus obesus","172428"
"2009","GOATFISHES **","47,232","21","214,637","Public","Commercial","Mullidae","169406"
"2009","MARLIN, BLACK","691","0","1,746","Public","Commercial","Istiompax indica","768125"
"2009","RUDDERFISH **","17,582","8","26,409","Public","Commercial","Kyphosidae","169503"
"2009","THREADFINS **","454","0","3,277","Public","Commercial","Polynemidae","170445"
"2009","HERRING, ROUND","673","0","1,383","Public","Commercial","Etrumeus teres","161743"
"2009","SCAD, MACKEREL","205,037","93","555,011","Public","Commercial","Decapterus macarellus","168724"
"2009","SPEARFISHES **","259,433","118","272,629","Public","Commercial","Tetrapturus ","172498"
"2009","SUNFISH, OCEAN","138","0","14","Public","Commercial","Mola mola","173414"
"2009","TUNA, ALBACORE","649,682","295","1,070,503","Public","Commercial","Thunnus alalunga","172419"
"2009","TUNA, KAWAKAWA","5,340","2","12,105","Public","Commercial","Euthynnus affinis","172403"
"2009","TUNA, SKIPJACK","709,952","322","1,010,361","Public","Commercial","Katsuwonus pelamis","172401"
"2009","FLYINGFISHES **","7","0","12","Public","Commercial","Exocoetidae","165431"
"2009","MACKEREL, SNAKE","21","0","21","Public","Commercial","Gempylus serpens","172360"
"2009","MARLIN, STRIPED","644,135","292","947,124","Public","Commercial","Kajikia audax","768127"
"2009","MULLET, STRIPED","7,145","3","29,762","Public","Commercial","Mugil cephalus","170335"
"2009","PARROTFISHES **","48,001","22","174,512","Public","Commercial","Scaridae","170809"
"2009","RUNNER, RAINBOW","2,379","1","4,452","Public","Commercial","Elagatis bipinnulata","168738"
"2009","SHARKS, MAKO **","233,776","106","119,565","Public","Commercial","Isurus","159923"
"2009","TUNA, YELLOWFIN","2,478,242","1,124","6,249,385","Public","Commercial","Thunnus albacares","172423"
"2009","SURGEONFISHES **","83,759","38","163,526","Public","Commercial","Acanthuridae","172250"
"2009","TRIGGERFISHES **","1,423","1","1,502","Public","Commercial","Balistidae","173128"
"2009","CUCUMBERS, SEA **","87","0","348","Public","Commercial","Holothuroidea","158140"
"2009","MACKEREL, FRIGATE","17","0","51","Public","Commercial","Auxis thazard","172456"
"2009","SCORPIONFISHES **","2,110","1","11,047","Public","Commercial","Scorpaenidae","166704"
"2009","SHRIMP, MARINE **","235","0","393","Public","Commercial","Dendrobranchiata","95600"
"2009","SNAPPER, GLASSEYE","2,521","1","8,847","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2009","SQUIRRELFISHES **","50,266","23","208,828","Public","Commercial","Holocentridae","166170"
"2009","VERTEBRATES, JAWED","16,003","7","44,857","Public","Commercial","Gnathostomata ","914179"
"2009","JOBFISH, GREEN /UKU","107,074","49","369,569","Public","Commercial","Aprion virescens","168926"
"2009","SHARKS, THRESHER **","62,207","28","19,601","Public","Commercial","Alopias","159915"
"2009","TENPOUNDER, HAWAIIAN","1,645","1","1,663","Public","Commercial","Elops","635879"
"2009","LOBSTER, BANDED SPINY","11,000","5","136,072","Public","Commercial","Panulirus marginatus","199948"
"2009","HERRING, LAKE OR CISCO","965","0","1,548","Public","Commercial","Coregonus artedi","623384"
"2009","SQUIDS, LOLIGINIDAE **","3,138","1","5,648","Public","Commercial","Loliginidae","82369"
"2009","LEATHERSKIN, LARGEMOUTHED","214","0","374","Public","Commercial","Scomberoides lysan","641950"
"2009","CRABS, DECAPODA (ORDER) **","10,433","5","46,398","Public","Commercial","Decapoda","95599"
"2009","GROUPERS, SERRANIDAE (FAMILY) **","21,981","10","98,854","Public","Commercial","Serranidae","167674"
"2009","SNAPPERS, LUTJANIDAE (FAMILY) **","283,869","129","1,490,452","Public","Commercial","Lutjanidae","168845"
"2009","SHARKS, CHONDRICHTHYES (CLASS) **","236","0","87","Public","Commercial","Chondrichthyes","159785"
"2009","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","20,132","9","17,368","Public","Commercial","Sphyraenidae","170424"
"2010","OPAH","1,823,832","827","2,591,394","Public","Commercial","Lampris guttatus","166326"
"2010","WAHOO","600,155","272","1,745,705","Public","Commercial","Acanthocybium solandri","172451"
"2010","EELS **","720","0","890","Public","Commercial","Anguilliformes","161123"
"2010","ESCOLAR","11,209","5","11,505","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2010","OILFISH","580,707","263","783,623","Public","Commercial","Ruvettus pretiosus","172364"
