"Year","NMFS Name","Pounds","Metric Tons","Dollars","Confidentiality","Collection","Scientific Name","Tsn"
"2014","TRIGGERFISHES **","1,257","1","2,318","Public","Commercial","Balistidae","173128"
"2014","MACKEREL, FRIGATE","18","0","39","Public","Commercial","Auxis thazard","172456"
"2014","SCORPIONFISHES **","1,761","1","11,783","Public","Commercial","Scorpaenidae","166704"
"2014","SHRIMP, MARINE **","15,593","7","101,447","Public","Commercial","Dendrobranchiata","95600"
"2014","SNAPPER, GLASSEYE","6,918","3","27,503","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2014","SQUIRRELFISHES **","52,715","24","238,304","Public","Commercial","Holocentridae","166170"
"2014","VERTEBRATES, JAWED","12,866","6","44,200","Public","Commercial","Gnathostomata ","914179"
"2014","JOBFISH, GREEN /UKU","82,416","37","365,986","Public","Commercial","Aprion virescens","168926"
"2014","SHARKS, THRESHER **","12,716","6","5,586","Public","Commercial","Alopias","159915"
"2014","LOBSTERS, SLIPPER **","106","0","841","Public","Commercial","Scyllaridae","97660"
"2014","TENPOUNDER, HAWAIIAN","323","0","462","Public","Commercial","Elops","635879"
"2014","LOBSTER, BANDED SPINY","10,172","5","104,091","Public","Commercial","Panulirus marginatus","199948"
"2014","SHARKS, HAMMERHEAD **","51","0","217","Public","Commercial","Sphyrnidae","160497"
"2014","HERRING, LAKE OR CISCO","1,157","1","2,314","Public","Commercial","Coregonus artedi","623384"
"2014","SQUIDS, LOLIGINIDAE **","3,137","1","10,585","Public","Commercial","Loliginidae","82369"
"2014","LEATHERSKIN, LARGEMOUTHED","272","0","654","Public","Commercial","Scomberoides lysan","641950"
"2014","CRABS, DECAPODA (ORDER) **","25,686","12","112,382","Public","Commercial","Decapoda","95599"
"2014","GROUPERS, SERRANIDAE (FAMILY) **","9,608","4","50,195","Public","Commercial","Serranidae","167674"
"2014","SNAPPERS, LUTJANIDAE (FAMILY) **","286,288","130","1,856,985","Public","Commercial","Lutjanidae","168845"
"2014","SHARKS, CHONDRICHTHYES (CLASS) **","44","0","22","Public","Commercial","Chondrichthyes","159785"
"2014","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","18,590","8","18,277","Public","Commercial","Sphyraenidae","170424"
"2014","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","5","0","70","Public","Commercial","Strongylocentrotus","157968"
"2015","OPAH","2,067,231","938","3,150,568","Public","Commercial","Lampris guttatus","166326"
"2015","WAHOO","992,977","450","2,328,054","Public","Commercial","Acanthocybium solandri","172451"
"2015","ESCOLAR","49","0","104","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2015","OILFISH","482,813","219","275,499","Public","Commercial","Ruvettus pretiosus","172364"
"2015","SEAWEED","4,108","2","51,342","Public","Commercial","Phaeophyta ","660055"
"2015","JACKS **","929","0","2,292","Public","Commercial","Carangidae","168584"
"2015","MILKFISH","59","0","73","Public","Commercial","Chanos chanos","162838"
"2015","SAILFISH","34,897","16","28,705","Public","Commercial","Istiophorus platypterus","172488"
"2015","TUNAS **","658","0","4,381","Public","Commercial","Thunnus","172418"
"2015","ALFONSINO","7","0","51","Public","Commercial","Beryx splendens","166156"
"2015","SWORDFISH","2,044,215","927","4,629,170","Public","Commercial","Xiphias gladius","172482"
"2015","LIMPETS **","626","0","4,279","Public","Commercial","Fissurellidae","69510"
"2015","MULLETS **","132","0","374","Public","Commercial","Mugilidae","170333"
"2015","DOLPHINFISH","1,131,796","513","3,426,584","Public","Commercial","Coryphaena hippurus","168791"
"2015","EMPERORS **","185","0","857","Public","Commercial","Lethrinidae","169129"
"2015","POMFRETS **","1,339,002","607","2,873,516","Public","Commercial","Bramidae","170287"
"2015","MARLIN, BLUE","1,440,360","653","1,638,755","Public","Commercial","Makaira nigricans","172491"
"2015","OCTOPUSES **","2,149","1","9,753","Public","Commercial","Octopodidae","82590"
"2015","SCAD, BIGEYE","16,919","8","57,585","Public","Commercial","Selar crumenophthalmus","168677"
"2015","TUNA, BIGEYE","18,701,277","8,483","70,751,664","Public","Commercial","Thunnus obesus","172428"
"2015","GOATFISHES **","2,470","1","10,693","Public","Commercial","Mullidae","169406"
"2015","MARLIN, BLACK","10,865","5","14,398","Public","Commercial","Istiompax indica","768125"
"2015","RUDDERFISH **","633","0","1,156","Public","Commercial","Kyphosidae","169503"
"2015","THREADFINS **","14","0","50","Public","Commercial","Polynemidae","170445"
"2015","SCAD, MACKEREL","19,069","9","50,139","Public","Commercial","Decapterus macarellus","168724"
"2015","SPEARFISHES **","599,748","272","541,066","Public","Commercial","Tetrapturus ","172498"
"2015","TUNA, ALBACORE","649,216","294","1,033,297","Public","Commercial","Thunnus alalunga","172419"
"2015","TUNA, KAWAKAWA","10,150","5","27,342","Public","Commercial","Euthynnus affinis","172403"
"2015","TUNA, SKIPJACK","435,100","197","543,651","Public","Commercial","Katsuwonus pelamis","172401"
"2015","MARLIN, STRIPED","1,165,261","529","1,362,115","Public","Commercial","Kajikia audax","768127"
"2015","MULLET, STRIPED","51","0","226","Public","Commercial","Mugil cephalus","170335"
"2015","PARROTFISHES **","1,286","1","4,212","Public","Commercial","Scaridae","170809"
"2015","RUNNER, RAINBOW","1,092","0","1,528","Public","Commercial","Elagatis bipinnulata","168738"
"2015","SHARKS, MAKO **","93,862","43","92,922","Public","Commercial","Isurus","159923"
"2015","TUNA, YELLOWFIN","3,136,039","1,422","9,215,515","Public","Commercial","Thunnus albacares","172423"
"2015","SURGEONFISHES **","3,005","1","7,518","Public","Commercial","Acanthuridae","172250"
"2015","SCORPIONFISHES **","836","0","7,168","Public","Commercial","Scorpaenidae","166704"
"2015","SHRIMP, MARINE **","7,555","3","42,723","Public","Commercial","Dendrobranchiata","95600"
"2015","SNAPPER, GLASSEYE","2,990","1","12,101","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2015","SQUIRRELFISHES **","7,577","3","32,375","Public","Commercial","Holocentridae","166170"
"2015","VERTEBRATES, JAWED","3,297","1","14,180","Public","Commercial","Gnathostomata ","914179"
"2015","JOBFISH, GREEN /UKU","50,662","23","223,954","Public","Commercial","Aprion virescens","168926"
"2015","SHARKS, THRESHER **","8,837","4","4,320","Public","Commercial","Alopias","159915"
"2015","SQUIDS, LOLIGINIDAE **","466","0","1,187","Public","Commercial","Loliginidae","82369"
"2015","LEATHERSKIN, LARGEMOUTHED","4","0","8","Public","Commercial","Scomberoides lysan","641950"
"2015","GROUPERS, SERRANIDAE (FAMILY) **","5,187","2","31,467","Public","Commercial","Serranidae","167674"
"2015","SNAPPERS, LUTJANIDAE (FAMILY) **","127,496","58","900,358","Public","Commercial","Lutjanidae","168845"
"2015","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","21,754","10","13,820","Public","Commercial","Sphyraenidae","170424"
"2015","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","24","0","1,080","Public","Commercial","Strongylocentrotus","157968"
"2016","WAHOO","1,144,288","519","3,279,394","Public","Commercial","Acanthocybium solandri","172451"
"2016","EELS **","463","0","595","Public","Commercial","Anguilliformes","161123"
"2016","ESCOLAR","4,746","2","9,024","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2016","OILFISH","439,932","200","252,729","Public","Commercial","Ruvettus pretiosus","172364"
"2016","SEAWEED","7,868","4","95,762","Public","Commercial","Phaeophyta ","660055"
"2016","JACKS **","17,679","8","67,246","Public","Commercial","Carangidae","168584"
"2016","MILKFISH","1,672","1","2,420","Public","Commercial","Chanos chanos","162838"
"2016","SAILFISH","37,095","17","42,534","Public","Commercial","Istiophorus platypterus","172488"
"2016","TUNAS **","5,453","2","17,726","Public","Commercial","Thunnus","172418"
"2016","ALFONSINO","12","0","73","Public","Commercial","Beryx splendens","166156"
"2016","SWORDFISH","1,640,189","744","4,813,085","Public","Commercial","Xiphias gladius","172482"
"2016","LIMPETS **","8,807","4","62,177","Public","Commercial","Fissurellidae","69510"
"2016","MULLETS **","864","0","3,049","Public","Commercial","Mugilidae","170333"
"2016","DOLPHINFISH","1,193,387","541","4,511,726","Public","Commercial","Coryphaena hippurus","168791"
"2016","EMPERORS **","2,882","1","12,156","Public","Commercial","Lethrinidae","169129"
"2016","POMFRETS **","1,166,128","529","3,501,913","Public","Commercial","Bramidae","170287"
"2016","MARLIN, BLUE","1,301,749","590","2,097,267","Public","Commercial","Makaira nigricans","172491"
"2016","OCTOPUSES **","27,865","13","131,906","Public","Commercial","Octopodidae","82590"
"2016","SCAD, BIGEYE","285,838","130","926,559","Public","Commercial","Selar crumenophthalmus","168677"
"2016","TUNA, BIGEYE","17,641,587","8,002","72,329,303","Public","Commercial","Thunnus obesus","172428"
"2016","AMBERJACKS **","3,209","1","6,438","Public","Commercial","Seriola","168688"
"2016","GOATFISHES **","53,794","24","226,337","Public","Commercial","Mullidae","169406"
"2016","MARLIN, BLACK","18,449","8","30,667","Public","Commercial","Istiompax indica","768125"
"2016","RUDDERFISH **","13,512","6","25,365","Public","Commercial","Kyphosidae","169503"
"2016","THREADFINS **","265","0","2,134","Public","Commercial","Polynemidae","170445"
"2016","SCAD, MACKEREL","82,157","37","246,669","Public","Commercial","Decapterus macarellus","168724"
"2016","SPEARFISHES **","773,727","351","824,512","Public","Commercial","Tetrapturus ","172498"
"2016","SUNFISH, OCEAN","1,556,158","706","3,316,524","Public","Commercial","Mola mola","173414"
"2016","TUNA, ALBACORE","610,606","277","1,094,444","Public","Commercial","Thunnus alalunga","172419"
"2016","TUNA, KAWAKAWA","6,165","3","15,752","Public","Commercial","Euthynnus affinis","172403"
"2016","TUNA, SKIPJACK","552,509","251","787,910","Public","Commercial","Katsuwonus pelamis","172401"
"2016","MARLIN, STRIPED","1,006,542","457","1,936,190","Public","Commercial","Kajikia audax","768127"
"2016","MULLET, STRIPED","4,942","2","23,417","Public","Commercial","Mugil cephalus","170335"
"2016","PARROTFISHES **","43,127","20","199,222","Public","Commercial","Scaridae","170809"
"2016","RUNNER, RAINBOW","4,204","2","10,987","Public","Commercial","Elagatis bipinnulata","168738"
"2016","SHARKS, MAKO **","113,307","51","81,245","Public","Commercial","Isurus","159923"
"2016","TUNA, YELLOWFIN","4,690,743","2,128","14,222,243","Public","Commercial","Thunnus albacares","172423"
"2016","SURGEONFISHES **","88,222","40","171,639","Public","Commercial","Acanthuridae","172250"
"2016","TRIGGERFISHES **","327","0","919","Public","Commercial","Balistidae","173128"
"2016","SCORPIONFISHES **","2,070","1","13,345","Public","Commercial","Scorpaenidae","166704"
"2016","SHRIMP, MARINE **","3,715","2","27,495","Public","Commercial","Dendrobranchiata","95600"
"2016","SNAPPER, GLASSEYE","7,093","3","29,723","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2016","SQUIRRELFISHES **","48,459","22","239,534","Public","Commercial","Holocentridae","166170"
"2016","VERTEBRATES, JAWED","13,703","6","51,590","Public","Commercial","Gnathostomata ","914179"
"2016","JOBFISH, GREEN /UKU","113,651","52","563,929","Public","Commercial","Aprion virescens","168926"
"2016","SHARKS, THRESHER **","3,894","2","1,449","Public","Commercial","Alopias","159915"
"2016","LOBSTERS, SLIPPER **","138","0","1,070","Public","Commercial","Scyllaridae","97660"
"2016","TENPOUNDER, HAWAIIAN","846","0","1,705","Public","Commercial","Elops","635879"
"2016","LOBSTER, BANDED SPINY","3,191","1","27,430","Public","Commercial","Panulirus marginatus","199948"
"2016","SQUIDS, LOLIGINIDAE **","842","0","3,429","Public","Commercial","Loliginidae","82369"
"2016","LEATHERSKIN, LARGEMOUTHED","146","0","349","Public","Commercial","Scomberoides lysan","641950"
"2016","CRABS, DECAPODA (ORDER) **","7,389","3","48,390","Public","Commercial","Decapoda","95599"
"2016","GROUPERS, SERRANIDAE (FAMILY) **","11,535","5","62,796","Public","Commercial","Serranidae","167674"
"2016","SNAPPERS, LUTJANIDAE (FAMILY) **","266,362","121","1,708,336","Public","Commercial","Lutjanidae","168845"
"2016","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","21,765","10","21,983","Public","Commercial","Sphyraenidae","170424"
"2017","OPAH","1,812,022","822","3,202,803","Public","Commercial","Lampris guttatus","166326"
"2017","WAHOO","972,832","441","3,065,761","Public","Commercial","Acanthocybium solandri","172451"
"2017","EELS **","728","0","1,072","Public","Commercial","Anguilliformes","161123"
"2017","ESCOLAR","5,229","2","10,113","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2017","OILFISH","318,062","144","262,432","Public","Commercial","Ruvettus pretiosus","172364"
"2017","SEAWEED","8,096","4","109,556","Public","Commercial","Phaeophyta ","660055"
"2017","JACKS **","33,004","15","147,177","Public","Commercial","Carangidae","168584"
"2017","MILKFISH","1,576","1","2,531","Public","Commercial","Chanos chanos","162838"
"2017","SAILFISH","38,234","17","57,649","Public","Commercial","Istiophorus platypterus","172488"
"2017","TUNAS **","7,878","4","30,850","Public","Commercial","Thunnus","172418"
"2017","SWORDFISH","2,560,680","1,162","5,823,479","Public","Commercial","Xiphias gladius","172482"
"2017","LIMPETS **","8,955","4","71,785","Public","Commercial","Fissurellidae","69510"
"2017","MULLETS **","764","0","2,775","Public","Commercial","Mugilidae","170333"
"2017","DOLPHINFISH","954,252","433","3,451,179","Public","Commercial","Coryphaena hippurus","168791"
"2017","EMPERORS **","8,299","4","38,876","Public","Commercial","Lethrinidae","169129"
"2017","JACK, BLACK","74","0","206","Public","Commercial","Caranx lugubris","168613"
"2017","POMFRETS **","980,398","445","3,286,613","Public","Commercial","Bramidae","170287"
"2017","MARLIN, BLUE","1,543,533","700","2,119,555","Public","Commercial","Makaira nigricans","172491"
"2017","OCTOPUSES **","19,236","9","95,851","Public","Commercial","Octopodidae","82590"
"2017","SCAD, BIGEYE","248,824","113","814,066","Public","Commercial","Selar crumenophthalmus","168677"
"2017","TUNA, BIGEYE","16,976,424","7,700","64,787,731","Public","Commercial","Thunnus obesus","172428"
"2017","AMBERJACKS **","3,385","2","6,709","Public","Commercial","Seriola","168688"
"2017","GOATFISHES **","37,153","17","167,589","Public","Commercial","Mullidae","169406"
"2017","MARLIN, BLACK","17,272","8","23,778","Public","Commercial","Istiompax indica","768125"
"2017","RUDDERFISH **","12,224","6","20,072","Public","Commercial","Kyphosidae","169503"
"2017","THREADFINS **","217","0","1,579","Public","Commercial","Polynemidae","170445"
"2017","HERRING, ROUND","4,697","2","13,946","Public","Commercial","Etrumeus teres","161743"
"2017","SCAD, MACKEREL","57,185","26","181,751","Public","Commercial","Decapterus macarellus","168724"
"2017","SPEARFISHES **","689,858","313","789,107","Public","Commercial","Tetrapturus ","172498"
"2017","TUNA, ALBACORE","276,556","125","504,874","Public","Commercial","Thunnus alalunga","172419"
"2017","TUNA, KAWAKAWA","6,720","3","17,234","Public","Commercial","Euthynnus affinis","172403"
"2017","TUNA, SKIPJACK","492,728","223","770,487","Public","Commercial","Katsuwonus pelamis","172401"
"2017","MARLIN, STRIPED","1,019,406","462","1,686,257","Public","Commercial","Kajikia audax","768127"
"2017","MULLET, STRIPED","4,210","2","21,009","Public","Commercial","Mugil cephalus","170335"
"2017","PARROTFISHES **","56,551","26","272,308","Public","Commercial","Scaridae","170809"
"2017","RUNNER, RAINBOW","4,324","2","12,660","Public","Commercial","Elagatis bipinnulata","168738"
"2017","SHARKS, MAKO **","90,073","41","70,182","Public","Commercial","Isurus","159923"
"2017","TUNA, YELLOWFIN","7,267,828","3,297","21,173,447","Public","Commercial","Thunnus albacares","172423"
"2017","SURGEONFISHES **","85,903","39","172,179","Public","Commercial","Acanthuridae","172250"
"2017","TRIGGERFISHES **","310","0","724","Public","Commercial","Balistidae","173128"
"2017","SCORPIONFISHES **","1,633","1","11,805","Public","Commercial","Scorpaenidae","166704"
"2017","SHRIMP, MARINE **","1,665","1","14,132","Public","Commercial","Dendrobranchiata","95600"
"2017","SNAPPER, GLASSEYE","4,641","2","20,022","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2017","SQUIRRELFISHES **","55,955","25","260,563","Public","Commercial","Holocentridae","166170"
"2017","VERTEBRATES, JAWED","10,022","5","38,324","Public","Commercial","Gnathostomata ","914179"
"2017","JOBFISH, GREEN /UKU","124,297","56","600,703","Public","Commercial","Aprion virescens","168926"
"2017","SHARKS, THRESHER **","4,436","2","2,357","Public","Commercial","Alopias","159915"
"2017","LOBSTERS, SLIPPER **","88","0","745","Public","Commercial","Scyllaridae","97660"
"2017","TENPOUNDER, HAWAIIAN","1,170","1","2,183","Public","Commercial","Elops","635879"
"2017","LOBSTER, BANDED SPINY","3,110","1","19,984","Public","Commercial","Panulirus marginatus","199948"
"2017","SQUIDS, LOLIGINIDAE **","1,308","1","5,619","Public","Commercial","Loliginidae","82369"
"2017","LEATHERSKIN, LARGEMOUTHED","226","0","576","Public","Commercial","Scomberoides lysan","641950"
"2017","CRABS, DECAPODA (ORDER) **","5,095","2","36,306","Public","Commercial","Decapoda","95599"
"2017","GROUPERS, SERRANIDAE (FAMILY) **","14,575","7","77,774","Public","Commercial","Serranidae","167674"
"2017","SNAPPERS, LUTJANIDAE (FAMILY) **","297,997","135","2,024,587","Public","Commercial","Lutjanidae","168845"
"2017","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","14,177","6","19,141","Public","Commercial","Sphyraenidae","170424"
"2018","OPAH","2,326,858","1,055","3,301,313","Public","Commercial","Lampris guttatus","166326"
"2018","WAHOO","1,147,973","521","3,039,679","Public","Commercial","Acanthocybium solandri","172451"
"2018","ESCOLAR","7,456","3","14,497","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2018","OILFISH","303,110","137","234,719","Public","Commercial","Ruvettus pretiosus","172364"
"2018","SEAWEED","6,082","3","84,412","Public","Commercial","Phaeophyta ","660055"
"2018","JACKS **","22,792","10","90,763","Public","Commercial","Carangidae","168584"
"2018","MILKFISH","1,744","1","2,794","Public","Commercial","Chanos chanos","162838"
"2018","SAILFISH","29,404","13","33,370","Public","Commercial","Istiophorus platypterus","172488"
"2018","TUNAS **","2,304","1","14,481","Public","Commercial","Thunnus","172418"
"2018","SWORDFISH","1,743,649","791","3,698,678","Public","Commercial","Xiphias gladius","172482"
"2018","LIMPETS **","10,700","5","75,226","Public","Commercial","Fissurellidae","69510"
"2018","MULLETS **","103","0","460","Public","Commercial","Mugilidae","170333"
"2018","DOLPHINFISH","1,008,296","457","3,493,119","Public","Commercial","Coryphaena hippurus","168791"
"2018","EMPERORS **","4,278","2","19,268","Public","Commercial","Lethrinidae","169129"
"2018","POMFRETS **","929,604","422","2,854,598","Public","Commercial","Bramidae","170287"
"2018","MARLIN, BLUE","1,329,053","603","1,617,030","Public","Commercial","Makaira nigricans","172491"
"2018","OCTOPUSES **","12,603","6","66,092","Public","Commercial","Octopodidae","82590"
"2018","SCAD, BIGEYE","246,225","112","833,734","Public","Commercial","Selar crumenophthalmus","168677"
"2018","TUNA, BIGEYE","15,977,751","7,247","66,521,363","Public","Commercial","Thunnus obesus","172428"
"2018","AMBERJACKS **","3,262","1","7,118","Public","Commercial","Seriola","168688"
"2018","GOATFISHES **","32,057","15","143,163","Public","Commercial","Mullidae","169406"
"2018","MARLIN, BLACK","16,041","7","23,664","Public","Commercial","Istiompax indica","768125"
"2018","RUDDERFISH **","11,805","5","22,597","Public","Commercial","Kyphosidae","169503"
"2018","THREADFINS **","179","0","1,388","Public","Commercial","Polynemidae","170445"
"2018","CRUSTACEANS **","13,153","6","128,698","Public","Commercial","Crustacea","83677"
"2018","SCAD, MACKEREL","52,668","24","164,138","Public","Commercial","Decapterus macarellus","168724"
"2018","SPEARFISHES **","484,741","220","577,809","Public","Commercial","Tetrapturus ","172498"
"2018","TUNA, ALBACORE","220,051","100","393,078","Public","Commercial","Thunnus alalunga","172419"
"2018","TUNA, KAWAKAWA","5,445","2","16,909","Public","Commercial","Euthynnus affinis","172403"
"2018","TUNA, SKIPJACK","370,285","168","651,287","Public","Commercial","Katsuwonus pelamis","172401"
"2018","MARLIN, STRIPED","1,258,755","571","1,700,976","Public","Commercial","Kajikia audax","768127"
"2018","MULLET, STRIPED","3,677","2","18,096","Public","Commercial","Mugil cephalus","170335"
"2018","PARROTFISHES **","52,404","24","257,070","Public","Commercial","Scaridae","170809"
"2018","RUNNER, RAINBOW","2,969","1","7,703","Public","Commercial","Elagatis bipinnulata","168738"
"2018","SHARKS, MAKO **","92,189","42","62,018","Public","Commercial","Isurus","159923"
"2018","TUNA, YELLOWFIN","7,337,181","3,328","26,625,997","Public","Commercial","Thunnus albacares","172423"
"2018","SURGEONFISHES **","66,466","30","137,067","Public","Commercial","Acanthuridae","172250"
"2018","TRIGGERFISHES **","544","0","1,425","Public","Commercial","Balistidae","173128"
"2018","SCORPIONFISHES **","1,744","1","10,011","Public","Commercial","Scorpaenidae","166704"
"2018","SHRIMP, MARINE **","6,957","3","65,897","Public","Commercial","Dendrobranchiata","95600"
"2018","SNAPPER, GLASSEYE","3,585","2","15,606","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2018","SQUIRRELFISHES **","40,603","18","191,451","Public","Commercial","Holocentridae","166170"
"2018","VERTEBRATES, JAWED","11,854","5","38,897","Public","Commercial","Gnathostomata ","914179"
"2018","JOBFISH, GREEN /UKU","70,205","32","372,997","Public","Commercial","Aprion virescens","168926"
"2018","LOBSTERS, SLIPPER **","23","0","233","Public","Commercial","Scyllaridae","97660"
"2018","TENPOUNDER, HAWAIIAN","334","0","648","Public","Commercial","Elops","635879"
"2018","LOBSTER, BANDED SPINY","1,519","1","13,593","Public","Commercial","Panulirus marginatus","199948"
"2018","SQUIDS, LOLIGINIDAE **","236","0","885","Public","Commercial","Loliginidae","82369"
"2018","LEATHERSKIN, LARGEMOUTHED","157","0","384","Public","Commercial","Scomberoides lysan","641950"
"2018","CRABS, DECAPODA (ORDER) **","1,460","1","10,372","Public","Commercial","Decapoda","95599"
"2018","GROUPERS, SERRANIDAE (FAMILY) **","9,563","4","52,080","Public","Commercial","Serranidae","167674"
"2018","SNAPPERS, LUTJANIDAE (FAMILY) **","197,350","90","1,434,924","Public","Commercial","Lutjanidae","168845"
"2018","SHARKS, CHONDRICHTHYES (CLASS) **","564","0","243","Public","Commercial","Chondrichthyes","159785"
"2018","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","16,714","8","14,405","Public","Commercial","Sphyraenidae","170424"
"2019","OPAH","1,613,815","732","3,120,629","Public","Commercial","Lampris guttatus","166326"
"2019","WAHOO","1,522,778","691","3,638,165","Public","Commercial","Acanthocybium solandri","172451"
"2019","EELS **","28","0","67","Public","Commercial","Anguilliformes","161123"
"2019","ESCOLAR","6,870","3","13,823","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2019","OILFISH","267,146","121","252,214","Public","Commercial","Ruvettus pretiosus","172364"
"2019","SEAWEED","4,208","2","56,572","Public","Commercial","Phaeophyta ","660055"
"2019","JACKS **","16,632","8","63,096","Public","Commercial","Carangidae","168584"
"2019","MILKFISH","1,476","1","2,505","Public","Commercial","Chanos chanos","162838"
"2019","SAILFISH","46,614","21","22,420","Public","Commercial","Istiophorus platypterus","172488"
"2019","TUNAS **","11,364","5","65,402","Public","Commercial","Thunnus","172418"
"2019","SWORDFISH","1,490,701","676","3,804,581","Public","Commercial","Xiphias gladius","172482"
"2019","LIMPETS **","10,636","5","77,763","Public","Commercial","Fissurellidae","69510"
"2019","MULLETS **","568","0","2,359","Public","Commercial","Mugilidae","170333"
"2019","DOLPHINFISH","942,638","428","3,454,152","Public","Commercial","Coryphaena hippurus","168791"
"2019","EMPERORS **","6,661","3","31,522","Public","Commercial","Lethrinidae","169129"
"2019","POMFRETS **","781,162","354","2,733,583","Public","Commercial","Bramidae","170287"
"2019","MARLIN, BLUE","1,888,085","856","1,332,862","Public","Commercial","Makaira nigricans","172491"
"2019","OCTOPUSES **","11,481","5","63,274","Public","Commercial","Octopodidae","82590"
"2019","SCAD, BIGEYE","228,054","103","771,553","Public","Commercial","Selar crumenophthalmus","168677"
"2019","TUNA, BIGEYE","16,478,450","7,475","63,540,908","Public","Commercial","Thunnus obesus","172428"
"2019","AMBERJACKS **","3,197","1","6,128","Public","Commercial","Seriola","168688"
"2019","GOATFISHES **","25,199","11","113,546","Public","Commercial","Mullidae","169406"
"2019","MARLIN, BLACK","13,375","6","11,198","Public","Commercial","Istiompax indica","768125"
"2019","RUDDERFISH **","11,145","5","22,920","Public","Commercial","Kyphosidae","169503"
"2019","THREADFINS **","434","0","3,527","Public","Commercial","Polynemidae","170445"
"2019","CRUSTACEANS **","13,049","6","88,803","Confidential","Commercial","Crustacea","83677"
"2019","SCAD, MACKEREL","84,816","38","237,490","Public","Commercial","Decapterus macarellus","168724"
"2019","SPEARFISHES **","461,182","209","418,127","Public","Commercial","Tetrapturus ","172498"
"2019","TUNA, ALBACORE","269,263","122","488,087","Public","Commercial","Thunnus alalunga","172419"
"2019","TUNA, KAWAKAWA","5,527","3","17,521","Public","Commercial","Euthynnus affinis","172403"
"2019","TUNA, SKIPJACK","645,487","293","816,000","Public","Commercial","Katsuwonus pelamis","172401"
"2019","MARLIN, STRIPED","1,407,494","638","1,231,662","Public","Commercial","Kajikia audax","768127"
"2019","MULLET, STRIPED","2,169","1","11,529","Public","Commercial","Mugil cephalus","170335"
"2019","PARROTFISHES **","46,029","21","229,388","Public","Commercial","Scaridae","170809"
"2019","RUNNER, RAINBOW","4,059","2","9,461","Public","Commercial","Elagatis bipinnulata","168738"
"2019","TUNA, YELLOWFIN","5,860,542","2,658","20,608,703","Public","Commercial","Thunnus albacares","172423"
"2019","SURGEONFISHES **","59,048","27","124,479","Public","Commercial","Acanthuridae","172250"
"2019","TRIGGERFISHES **","109","0","279","Public","Commercial","Balistidae","173128"
"2019","SCORPIONFISHES **","1,592","1","9,559","Public","Commercial","Scorpaenidae","166704"
"2019","SHRIMP, MARINE **","2,247","1","16,653","Public","Commercial","Dendrobranchiata","95600"
"2019","SNAPPER, GLASSEYE","1,596","1","7,144","Public","Commercial","Heteropriacanthus cruentatus","168181"
"2019","SQUIRRELFISHES **","47,053","21","223,926","Public","Commercial","Holocentridae","166170"
"2019","VERTEBRATES, JAWED","11,432","5","36,711","Confidential","Commercial","Gnathostomata ","914179"
"2019","JOBFISH, GREEN /UKU","82,773","38","418,047","Public","Commercial","Aprion virescens","168926"
"2019","LOBSTERS, SLIPPER **","134","0","2,077","Public","Commercial","Scyllaridae","97660"
"2019","TENPOUNDER, HAWAIIAN","741","0","1,446","Public","Commercial","Elops","635879"
"2019","LOBSTER, BANDED SPINY","3,350","2","30,030","Public","Commercial","Panulirus marginatus","199948"
"2019","SQUIDS, LOLIGINIDAE **","1,589","1","8,192","Public","Commercial","Loliginidae","82369"
"2019","LEATHERSKIN, LARGEMOUTHED","258","0","532","Public","Commercial","Scomberoides lysan","641950"
"2019","CRABS, DECAPODA (ORDER) **","2,470","1","18,336","Public","Commercial","Decapoda","95599"
"2019","GROUPERS, SERRANIDAE (FAMILY) **","11,304","5","62,044","Public","Commercial","Serranidae","167674"
"2019","SNAPPERS, LUTJANIDAE (FAMILY) **","198,162","90","1,337,007","Public","Commercial","Lutjanidae","168845"
"2019","SHARKS, CHONDRICHTHYES (CLASS) **","72,544","33","82,580","Confidential","Commercial","Chondrichthyes","159785"
"2019","BARRACUDAS, SPHYRAENIDAE (FAMILY) **","5,725","3","10,106","Public","Commercial","Sphyraenidae","170424"
"2020","WAHOO","816,898","371","1,828,732","Public","Commercial","Acanthocybium solandri","172451"
"2020","EELS **","487","0","688","Public","Commercial","Anguilliformes","161123"
"2020","ESCOLAR","4,208","2","9,338","Public","Commercial","Lepidocybium flavobrunneum","172362"
"2020","OILFISH","144,904","66","91,478","Public","Commercial","Ruvettus pretiosus","172364"
"2020","SEAWEED","3,818","2","55,554","Public","Commercial","Phaeophyta ","660055"
