"Year","NMFS.Name","Pounds","Dollars","nominal_revenue"
2018,"LOBSTERS, SLIPPER **",23,237.16125186154,233
2018,"MARLIN, BLUE ",1329053,1645909.26651359,1617030
2018,"MILKFISH ",1744,2843.89930343838,2794
2018,"MULLET, STRIPED ",3677,18419.1846080963,18096
2018,"MULLETS **",103,468.215347022783,460
2018,"OCTOPUSES **",12603,67272.3667726734,66092
2018,"OILFISH ",303110,238910.952256175,234719
2018,"OPAH ",2326858,3360272.63462136,3301313
2018,"PARROTFISHES **",52404,261661.128824232,257070
2018,"POMFRETS **",929604,2905579.55039248,2854598
2018,"RUDDERFISH **",11805,23000.5699927692,22597
2018,"RUNNER, RAINBOW ",2969,7840.57134373151,7703
2018,"SAILFISH ",29404,33965.9698481527,33370
2018,"SCAD, BIGEYE ",246225,848624.030727593,833734
2018,"SCAD, MACKEREL ",52668,167069.414412229,164138
2018,"SCORPIONFISHES **",1744,10189.7909544458,10011
2018,"SEAWEED",6082,85919.5518975807,84412
2018,"SHARKS, CHONDRICHTHYES (CLASS) **",564,247.339846362035,243
2018,"SHARKS, MAKO **",92189,63125.6073731716,62018
2018,"SHRIMP, MARINE **",6957,67073.8841799137,65897
2018,"SNAPPER, GLASSEYE ",3585,15884.7145774729,15606
2018,"SNAPPERS, LUTJANIDAE (FAMILY) **",197350,1460550.95350287,1434924
2018,"SPEARFISHES **",484741,588128.350973668,577809
2018,"SQUIDS, LOLIGINIDAE **",236,900.805613293832,885
2018,"SQUIRRELFISHES **",40603,194870.209571432,191451
2018,"STRIPED MARLIN",1258755,1731354.49590745,1700976
2018,"SURGEONFISHES **",66466,139514.941239939,137067
2018,"SWORDFISH ",1743649,3764734.35499029,3698678
2018,"TENPOUNDER, HAWAIIAN",334,659.572923632094,648
2018,"THREADFINS **",179,1412.78891666874,1388
2018,"TRIGGERFISHES **",544,1450.44971632058,1425
2018,"TUNA, ALBACORE ",220051,400098.156906568,393078
2018,"TUNA, BIGEYE ",15977751,67709397.959725,66521363
2018,"TUNA, KAWAKAWA ",5445,17210.9854408875,16909
2018,"TUNA, SKIPJACK ",370285,662918.627644407,651287
2018,"TUNA, YELLOWFIN ",7337181,27101522.6634404,26625997
2018,"TUNAS **",2304,14739.6226961672,14481
2018,"VERTEBRATES, JAWED",11854,39591.6790285765,38897
2018,"WAHOO ",1147973,3093965.9952671,3039679
2019,"AMBERJACKS **",6394,12256,12256
2019,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",11450,20212,20212
2019,"BLACK MARLIN",26750,22396,22396
2019,"CRABS, DECAPODA (ORDER) **",4940,36672,36672
2019,"CRUSTACEANS **",26098,177606,177606
2019,"DOLPHINFISH ",1885276,6908304,6908304
2019,"EELS **",56,134,134
2019,"EMPERORS **",13322,63044,63044
2019,"ESCOLAR ",13740,27646,27646
2019,"GOATFISHES **",50398,227092,227092
2019,"GROUPERS, SERRANIDAE (FAMILY) **",22608,124088,124088
2019,"JACKS **",33264,126192,126192
2019,"JOBFISH, GREEN /UKU ",165546,836094,836094
2019,"LEATHERSKIN, LARGEMOUTHED ",516,1064,1064
2019,"LIMPETS **",21272,155526,155526
2019,"LOBSTER, BANDED SPINY ",6700,60060,60060
2019,"LOBSTERS, SLIPPER **",268,4154,4154
2019,"MARLIN, BLUE ",3776170,2665724,2665724
2019,"MILKFISH ",2952,5010,5010
2019,"MULLET, STRIPED ",4338,23058,23058
2019,"MULLETS **",1136,4718,4718
2019,"OCTOPUSES **",22962,126548,126548
2019,"OILFISH ",534292,504428,504428
2019,"OPAH ",3227630,6241258,6241258
2019,"PARROTFISHES **",92058,458776,458776
2019,"POMFRETS **",1562324,5467166,5467166
2019,"RUDDERFISH **",22290,45840,45840
2019,"RUNNER, RAINBOW ",8118,18922,18922
2019,"SAILFISH ",93228,44840,44840
2019,"SCAD, BIGEYE ",456108,1543106,1543106
2019,"SCAD, MACKEREL ",169632,474980,474980
2019,"SCORPIONFISHES **",3184,19118,19118
2019,"SEAWEED",8416,113144,113144
2019,"SHARKS, CHONDRICHTHYES (CLASS) **",145088,165160,165160
2019,"SHRIMP, MARINE **",4494,33306,33306
2019,"SNAPPER, GLASSEYE ",3192,14288,14288
2019,"SNAPPERS, LUTJANIDAE (FAMILY) **",396324,2674014,2674014
2019,"SPEARFISHES **",922364,836254,836254
2019,"SQUIDS, LOLIGINIDAE **",3178,16384,16384
2019,"SQUIRRELFISHES **",94106,447852,447852
2019,"STRIPED MARLIN",2814988,2463324,2463324
2019,"SURGEONFISHES **",118096,248958,248958
2019,"SWORDFISH ",2981402,7609162,7609162
2019,"TENPOUNDER, HAWAIIAN",1482,2892,2892
2019,"THREADFINS **",868,7054,7054
2019,"TRIGGERFISHES **",218,558,558
2019,"TUNA, ALBACORE ",538526,976174,976174
2019,"TUNA, BIGEYE ",32956900,127081816,127081816
2019,"TUNA, KAWAKAWA ",11054,35042,35042
2019,"TUNA, SKIPJACK ",1290974,1632000,1632000
2019,"TUNA, YELLOWFIN ",11721084,41217406,41217406
2019,"TUNAS **",22728,130804,130804
2019,"VERTEBRATES, JAWED",22864,73422,73422
2019,"WAHOO ",3045556,7276330,7276330
