Year,Species,Pounds,Dollars,Habitat,,,,,,,,,,
2013,STRIPED MARLIN,983240,1467415.755,Pelagic,,,,,,,,,,
2013,"SUNFISH, OCEAN ",67,7.723054999,Pelagic,,,,,,,,,,
2013,SWORDFISH ,1673808,4957143.251,Pelagic,,,,,,,,,,
2013,"TUNA, ALBACORE ",805553,1940728.697,Pelagic,,,,,,,,,,
2013,"TUNA, BIGEYE ",15693835,72940031.06,Pelagic,,,,,,,,,,
2013,"TUNA, KAWAKAWA ",5240,15789.2343,Pelagic,,,,,,,,,,
2013,"TUNA, SKIPJACK ",929314,1474694.183,Pelagic,,,,,,,,,,
2013,"TUNA, YELLOWFIN ",3463533,13888099.5,Pelagic,,,,,,,,,,
2013,TUNAS **,2957,11574.65286,Pelagic,,,,,,,,,,
2013,WAHOO ,744325,2620865.052,Pelagic,,,,,,,,,,
2014,ALFONSINO ,133,641.2946549,Pelagic,,,,,,,,,,
2014,BILLFISHES **,382,679.2090348,Pelagic,,,,,,,,,,
2014,BLACK MARLIN,21720,36421.63663,Pelagic,,,,,,,,,,
2014,DOLPHINFISH ,1689271,4779636.226,Pelagic,,,,,,,,,,
2014,ESCOLAR ,5431,8505.820321,Pelagic,,,,,,,,,,
2014,"MACKEREL, FRIGATE ",18,42.24745193,Pelagic,,,,,,,,,,
2014,"MARLIN, BLUE ",1220251,1740517.024,Pelagic,,,,,,,,,,
2014,OILFISH ,530897,440695.087,Pelagic,,,,,,,,,,
2014,OPAH ,2004422,3152026.058,Pelagic,,,,,,,,,,
2014,POMFRETS **,1243062,2670854.663,Pelagic,,,,,,,,,,
2014,SAILFISH ,34466,36184.40094,Pelagic,,,,,,,,,,
2014,"SHARKS, MAKO **",91134,115699.5218,Pelagic,,,,,,,,,,
2014,"SHARKS, THRESHER **",12716,6051.135038,Pelagic,,,,,,,,,,
2014,SPEARFISHES **,499938,563623.2562,Pelagic,,,,,,,,,,
2014,STRIPED MARLIN,1076486,1686736.018,Pelagic,,,,,,,,,,
2014,"SUNFISH, OCEAN ",33,3.249803994,Pelagic,,,,,,,,,,
2014,SWORDFISH ,2479617,5854612.89,Pelagic,,,,,,,,,,
2014,"TUNA, ALBACORE ",502083,1077891.739,Pelagic,,,,,,,,,,
2014,"TUNA, BIGEYE ",15948303,65758184.92,Pelagic,,,,,,,,,,
2014,"TUNA, KAWAKAWA ",12627,38126.70046,Pelagic,,,,,,,,,,
2014,"TUNA, SKIPJACK ",498227,731283.894,Pelagic,,,,,,,,,,
2014,"TUNA, YELLOWFIN ",3330788,12171138.84,Pelagic,,,,,,,,,,
2014,TUNAS **,3641,13259.2003,Pelagic,,,,,,,,,,
2014,WAHOO ,1055518,3032895.827,Pelagic,,,,,,,,,,
2015,ALFONSINO ,7,54.72375923,Pelagic,,,,,,,,,,
2015,BLACK MARLIN,10865,15449.26834,Pelagic,,,,,,,,,,
2015,DOLPHINFISH ,1131796,3676775.643,Pelagic,,,,,,,,,,
2015,ESCOLAR ,49,111.5935482,Pelagic,,,,,,,,,,
2015,"MARLIN, BLUE ",1440360,1758408.511,Pelagic,,,,,,,,,,
2015,OILFISH ,482813,295614.5283,Pelagic,,,,,,,,,,
2015,OPAH ,2067231,3380606.366,Pelagic,,,,,,,,,,
2015,POMFRETS **,1339002,3083325.446,Pelagic,,,,,,,,,,
2015,SAILFISH ,34897,30800.89233,Pelagic,,,,,,,,,,
2015,"SHARKS, MAKO **",93862,99706.68932,Pelagic,,,,,,,,,,
2015,"SHARKS, THRESHER **",8837,4635.424311,Pelagic,,,,,,,,,,
2015,SPEARFISHES **,599748,580571.8728,Pelagic,,,,,,,,,,
2015,STRIPED MARLIN,1165261,1461569.673,Pelagic,,,,,,,,,,
2015,SWORDFISH ,2044215,4967168.324,Pelagic,,,,,,,,,,
2015,"TUNA, ALBACORE ",649216,1108743.064,Pelagic,,,,,,,,,,
2015,"TUNA, BIGEYE ",18701277,75917588.74,Pelagic,,,,,,,,,,
2015,"TUNA, KAWAKAWA ",10150,29338.37304,Pelagic,,,,,,,,,,
2015,"TUNA, SKIPJACK ",435100,583345.6163,Pelagic,,,,,,,,,,
2015,"TUNA, YELLOWFIN ",3136039,9888384.785,Pelagic,,,,,,,,,,
2015,TUNAS **,658,4700.878219,Pelagic,,,,,,,,,,
2015,WAHOO ,992977,2498036.599,Pelagic,,,,,,,,,,
2016,ALFONSINO ,12,77.51766002,Pelagic,,,,,,,,,,
2016,BLACK MARLIN,18449,32564.85041,Pelagic,,,,,,,,,,
2016,DOLPHINFISH ,1193387,4790937.564,Pelagic,,,,,,,,,,
2016,ESCOLAR ,4746,9582.457042,Pelagic,,,,,,,,,,
2016,"MARLIN, BLUE ",1301749,2227057.949,Pelagic,,,,,,,,,,
2016,OILFISH ,439932,268369.3247,Pelagic,,,,,,,,,,
2016,POMFRETS **,1166128,3718631.526,Pelagic,,,,,,,,,,
2016,SAILFISH ,37095,45166.24865,Pelagic,,,,,,,,,,
2016,"SHARKS, MAKO **",113307,86272.90806,Pelagic,,,,,,,,,,
2016,"SHARKS, THRESHER **",3894,1538.672457,Pelagic,,,,,,,,,,
2016,SPEARFISHES **,773727,875537.5466,Pelagic,,,,,,,,,,
2016,STRIPED MARLIN,1006542,2056012.578,Pelagic,,,,,,,,,,
2016,"SUNFISH, OCEAN ",1556158,3521769.588,Pelagic,,,,,,,,,,
2016,SWORDFISH ,1640189,5110946.393,Pelagic,,,,,,,,,,
2016,"TUNA, ALBACORE ",610606,1162174.492,Pelagic,,,,,,,,,,
2016,"TUNA, BIGEYE ",17641587,76805456.43,Pelagic,,,,,,,,,,
2016,"TUNA, KAWAKAWA ",6165,16726.82439,Pelagic,,,,,,,,,,
2016,"TUNA, SKIPJACK ",552509,836670.4042,Pelagic,,,,,,,,,,
2016,"TUNA, YELLOWFIN ",4690743,15102397.23,Pelagic,,,,,,,,,,
2016,TUNAS **,5453,18822.98687,Pelagic,,,,,,,,,,
2016,WAHOO ,1144288,3482341.77,Pelagic,,,,,,,,,,
2017,BLACK MARLIN,17272,24783.93712,Pelagic,,,,,,,,,,
2017,DOLPHINFISH ,954252,3597182.409,Pelagic,,,,,,,,,,
2017,ESCOLAR ,5229,10540.83422,Pelagic,,,,,,,,,,
2017,"MARLIN, BLUE ",1543533,2209223.561,Pelagic,,,,,,,,,,
2017,OILFISH ,318062,273534.2832,Pelagic,,,,,,,,,,
2017,OPAH ,1812022,3338298.77,Pelagic,,,,,,,,,,
2017,POMFRETS **,980398,3425654.383,Pelagic,,,,,,,,,,
2017,SAILFISH ,38234,60087.86234,Pelagic,,,,,,,,,,
2017,"SHARKS, MAKO **",90073,73151.07556,Pelagic,,,,,,,,,,
2017,"SHARKS, THRESHER **",4436,2456.71376,Pelagic,,,,,,,,,,
2017,SPEARFISHES **,689858,822490.4645,Pelagic,,,,,,,,,,
2017,STRIPED MARLIN,1019406,1757594.728,Pelagic,,,,,,,,,,
2017,SWORDFISH ,2560680,6069843.44,Pelagic,,,,,,,,,,
2017,"TUNA, ALBACORE ",276556,526232.882,Pelagic,,,,,,,,,,
2017,"TUNA, BIGEYE ",16976424,67528600.01,Pelagic,,,,,,,,,,
2017,"TUNA, KAWAKAWA ",6720,17963.09077,Pelagic,,,,,,,,,,
2017,"TUNA, SKIPJACK ",492728,803082.7385,Pelagic,,,,,,,,,,
2017,"TUNA, YELLOWFIN ",7267828,22069197.53,Pelagic,,,,,,,,,,
2017,TUNAS **,7878,32155.1207,Pelagic,,,,,,,,,,
2017,WAHOO ,972832,3195459.157,Pelagic,,,,,,,,,,
2018,BLACK MARLIN,16041,24086.62603,Pelagic,,,,,,,,,,
2018,DOLPHINFISH ,1008296,3555504.184,Pelagic,,,,,,,,,,
2018,ESCOLAR ,7456,14755.90845,Pelagic,,,,,,,,,,
2018,"MARLIN, BLUE ",1329053,1645909.267,Pelagic,,,,,,,,,,
2018,OILFISH ,303110,238910.9523,Pelagic,,,,,,,,,,
2018,OPAH ,2326858,3360272.635,Pelagic,,,,,,,,,,
2018,POMFRETS **,929604,2905579.55,Pelagic,,,,,,,,,,
2018,SAILFISH ,29404,33965.96985,Pelagic,,,,,,,,,,
2018,"SHARKS, MAKO **",92189,63125.60737,Pelagic,,,,,,,,,,
2018,SPEARFISHES **,484741,588128.351,Pelagic,,,,,,,,,,
2018,STRIPED MARLIN,1258755,1731354.496,Pelagic,,,,,,,,,,
2018,SWORDFISH ,1743649,3764734.355,Pelagic,,,,,,,,,,
2018,"TUNA, ALBACORE ",220051,400098.1569,Pelagic,,,,,,,,,,
2018,"TUNA, BIGEYE ",15977751,67709397.96,Pelagic,,,,,,,,,,
2018,"TUNA, KAWAKAWA ",5445,17210.98544,Pelagic,,,,,,,,,,
2018,"TUNA, SKIPJACK ",370285,662918.6276,Pelagic,,,,,,,,,,
2018,"TUNA, YELLOWFIN ",7337181,27101522.66,Pelagic,,,,,,,,,,
2018,TUNAS **,2304,14739.6227,Pelagic,,,,,,,,,,
2018,WAHOO ,1147973,3093965.995,Pelagic,,,,,,,,,,
2019,BLACK MARLIN,26750,22396,Pelagic,,,,,,,,,,
2019,DOLPHINFISH ,1885276,6908304,Pelagic,,,,,,,,,,
2019,ESCOLAR ,13740,27646,Pelagic,,,,,,,,,,
2019,"MARLIN, BLUE ",3776170,2665724,Pelagic,,,,,,,,,,
2019,OILFISH ,534292,504428,Pelagic,,,,,,,,,,
2019,OPAH ,3227630,6241258,Pelagic,,,,,,,,,,
2019,POMFRETS **,1562324,5467166,Pelagic,,,,,,,,,,
2019,SAILFISH ,93228,44840,Pelagic,,,,,,,,,,
2019,SPEARFISHES **,922364,836254,Pelagic,,,,,,,,,,
2019,STRIPED MARLIN,2814988,2463324,Pelagic,,,,,,,,,,
2019,SWORDFISH ,2981402,7609162,Pelagic,,,,,,,,,,
2019,"TUNA, ALBACORE ",538526,976174,Pelagic,,,,,,,,,,
2019,"TUNA, BIGEYE ",32956900,127081816,Pelagic,,,,,,,,,,
2019,"TUNA, KAWAKAWA ",11054,35042,Pelagic,,,,,,,,,,
2019,"TUNA, SKIPJACK ",1290974,1632000,Pelagic,,,,,,,,,,
2019,"TUNA, YELLOWFIN ",11721084,41217406,Pelagic,,,,,,,,,,
2019,TUNAS **,22728,130804,Pelagic,,,,,,,,,,
2019,WAHOO ,3045556,7276330,Pelagic,,,,,,,,,,
1981,"CRABS, DECAPODA (ORDER) **",16000,77632.95605,Reef,,,,,,,,,,
1981,CRUSTACEANS **,52000,300827.7047,Reef,,,,,,,,,,
1981,"SHARKS, CHONDRICHTHYES (CLASS) **",15000,7278.08963,Reef,,,,,,,,,,
1981,"SQUIDS, LOLIGINIDAE **",17000,33964.41827,Reef,,,,,,,,,,
1982,CORALS **,5000,79971.75961,Reef,,,,,,,,,,
1982,"CRABS, DECAPODA (ORDER) **",15000,68547.22252,Reef,,,,,,,,,,
1982,CRUSTACEANS **,45000,171368.0563,Reef,,,,,,,,,,
1982,"SHARKS, CHONDRICHTHYES (CLASS) **",15000,11424.53709,Reef,,,,,,,,,,
1982,"SQUIDS, LOLIGINIDAE **",20000,36558.51868,Reef,,,,,,,,,,
1983,"CRABS, DECAPODA (ORDER) **",14000,72576.11214,Reef,,,,,,,,,,
1983,CRUSTACEANS **,70000,246318.926,Reef,,,,,,,,,,
1983,"SHARKS, CHONDRICHTHYES (CLASS) **",1000,NA,Reef,,,,,,,,,,
1983,"SQUIDS, LOLIGINIDAE **",9000,21992.76125,Reef,,,,,,,,,,
1984,CRUSTACEANS **,3.00E+05,1734063.356,Reef,,,,,,,,,,
1985,CRUSTACEANS **,799000,4748326.207,Reef,,,,,,,,,,
1986,CRUSTACEANS **,1178000,5114161.888,Reef,,,,,,,,,,
1986,"SHARKS, CHONDRICHTHYES (CLASS) **",14000,34282.63095,Reef,,,,,,,,,,
1987,CORALS **,12000,122022.8348,Reef,,,,,,,,,,
1987,"CRABS, DECAPODA (ORDER) **",24000,145640.1576,Reef,,,,,,,,,,
1987,"SHARKS, CHONDRICHTHYES (CLASS) **",9000,19681.10238,Reef,,,,,,,,,,
1988,CRUSTACEANS **,331000,2106412.118,Reef,,,,,,,,,,
1988,"SHARKS, CHONDRICHTHYES (CLASS) **",14000,26615.31557,Reef,,,,,,,,,,
1989,CRUSTACEANS **,571000,4132291.486,Reef,,,,,,,,,,
1989,"SHARKS, CHONDRICHTHYES (CLASS) **",220000,217681.5789,Reef,,,,,,,,,,
1990,CRUSTACEANS **,449000,3408101.324,Reef,,,,,,,,,,
1990,"SHARKS, CHONDRICHTHYES (CLASS) **",241000,246836.1021,Reef,,,,,,,,,,
1991,CRUSTACEANS **,18000,153498.4257,Reef,,,,,,,,,,
1991,"SHARKS, CHONDRICHTHYES (CLASS) **",275000,257536.2475,Reef,,,,,,,,,,
1992,CORALS **,2000,66703.45627,Reef,,,,,,,,,,
1992,CRUSTACEANS **,205000,1414113.273,Reef,,,,,,,,,,
1992,"SHARKS, CHONDRICHTHYES (CLASS) **",474000,790435.9568,Reef,,,,,,,,,,
1992,"SQUIDS, LOLIGINIDAE **",21000,75041.3883,Reef,,,,,,,,,,
1993,CORALS **,1000,27692.2424,Reef,,,,,,,,,,
1993,CRUSTACEANS **,1151000,3293747.89,Reef,,,,,,,,,,
1993,"SHARKS, CHONDRICHTHYES (CLASS) **",2605000,4750034.049,Reef,,,,,,,,,,
1993,"SQUIDS, LOLIGINIDAE **",2000,8144.777175,Reef,,,,,,,,,,
1994,CORALS **,4000,122808.6934,Reef,,,,,,,,,,
1994,CRUSTACEANS **,1.00E+05,590119.6954,Reef,,,,,,,,,,
1994,"SHARKS, CHONDRICHTHYES (CLASS) **",1803000,612448.5487,Reef,,,,,,,,,,
1995,CORALS **,6000,192141.6624,Reef,,,,,,,,,,
1995,CRUSTACEANS **,56000,337419.5048,Reef,,,,,,,,,,
1995,"SHARKS, CHONDRICHTHYES (CLASS) **",2575000,1409038.858,Reef,,,,,,,,,,
1996,CORALS **,1000,41419.67156,Reef,,,,,,,,,,
1996,CRUSTACEANS **,72000,423401.0871,Reef,,,,,,,,,,
1996,"SHARKS, CHONDRICHTHYES (CLASS) **",4472000,1612299.067,Reef,,,,,,,,,,
1997,CORALS **,2000,61829.84011,Reef,,,,,,,,,,
1997,CRUSTACEANS **,78000,446381.2847,Reef,,,,,,,,,,
1997,"SHARKS, CHONDRICHTHYES (CLASS) **",5012000,3017597.806,Reef,,,,,,,,,,
1998,CORALS **,30,2684.281525,Reef,,,,,,,,,,
1998,CRUSTACEANS **,187000,1127398.241,Reef,,,,,,,,,,
1998,"SHARKS, CHONDRICHTHYES (CLASS) **",6222000,2296551.971,Reef,,,,,,,,,,
1999,CORALS **,2848,104963.411,Reef,,,,,,,,,,
1999,CRUSTACEANS **,218438,1283441.978,Reef,,,,,,,,,,
1999,"SHARKS, CHONDRICHTHYES (CLASS) **",6307786,2268994.912,Reef,,,,,,,,,,
2000,CRUSTACEANS **,57848,304068.3284,Reef,,,,,,,,,,
2000,"LOBSTER, BANDED SPINY ",10394,174267.6878,Reef,,,,,,,,,,
2000,"SHARKS, CHONDRICHTHYES (CLASS) **",3300200,1241364.663,Reef,,,,,,,,,,
2001,CRUSTACEANS **,57372,868561.1815,Reef,,,,,,,,,,
2001,"LOBSTER, BANDED SPINY ",7964,135201.0325,Reef,,,,,,,,,,
2001,"SHARKS, CHONDRICHTHYES (CLASS) **",320902,201210.2697,Reef,,,,,,,,,,
2002,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",19899,27496.62615,Reef,,,,,,,,,,
2002,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",317,351.8105502,Reef,,,,,,,,,,
2002,"CRABS, DECAPODA (ORDER) **",11321,60748.26347,Reef,,,,,,,,,,
2002,CRUSTACEANS **,3936,149921.1573,Reef,,,,,,,,,,
2002,"CUCUMBERS, SEA **",196,968.1715535,Reef,,,,,,,,,,
2002,EELS **,768,1337.988156,Reef,,,,,,,,,,
2002,EMPERORS **,3254,12543.29269,Reef,,,,,,,,,,
2002,GOATFISHES **,59078,232409.6507,Reef,,,,,,,,,,
2002,"GROUPERS, SERRANIDAE (FAMILY) **",37563,212960.3446,Reef,,,,,,,,,,
2002,"JACK, BLACK ",4084,8566.725406,Reef,,,,,,,,,,
2002,JACKS **,56784,135580.0296,Reef,,,,,,,,,,
2002,"JOBFISH, GREEN /UKU ",112586,377876.3878,Reef,,,,,,,,,,
2002,"LEATHERSKIN, LARGEMOUTHED ",301,634.3670551,Reef,,,,,,,,,,
2002,LIMPETS **,8106,90533.04328,Reef,,,,,,,,,,
2002,"LOBSTER, BANDED SPINY ",9527,167677.8945,Reef,,,,,,,,,,
2002,"LOBSTERS, SLIPPER **",58,687.0001295,Reef,,,,,,,,,,
2002,OCTOPUSES **,23952,96024.88908,Reef,,,,,,,,,,
2002,PARROTFISHES **,48844,171623.99,Reef,,,,,,,,,,
2002,RUDDERFISH **,26670,38390.28748,Reef,,,,,,,,,,
2002,"RUNNER, RAINBOW ",4445,8126.269678,Reef,,,,,,,,,,
2002,"SCAD, BIGEYE ",282803,733954.3723,Reef,,,,,,,,,,
2002,"SCAD, MACKEREL ",245056,637767.4287,Reef,,,,,,,,,,
2002,SCORPIONFISHES **,2759,16220.68249,Reef,,,,,,,,,,
2002,SEAWEED,14672,151433.6657,Reef,,,,,,,,,,
2002,"SHARKS, CHONDRICHTHYES (CLASS) **",1188,508.3246926,Reef,,,,,,,,,,
2002,"SNAPPER, GLASSEYE ",3726,14040.56515,Reef,,,,,,,,,,
2002,SQUIRRELFISHES **,50963,232974.7637,Reef,,,,,,,,,,
2002,SURGEONFISHES **,131872,251151.1804,Reef,,,,,,,,,,
2002,"TENPOUNDER, HAWAIIAN",138,218.8427832,Reef,,,,,,,,,,
2002,THREADFINS **,166,1041.580842,Reef,,,,,,,,,,
2002,TRIGGERFISHES **,2370,4504.283107,Reef,,,,,,,,,,
2003,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",23963,31091.50313,Reef,,,,,,,,,,
2003,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",282,274.7007668,Reef,,,,,,,,,,
2003,"CABRILLA, SPOTTED ",7,29.91790529,Reef,,,,,,,,,,
2003,"CRABS, DECAPODA (ORDER) **",10902,56419.72977,Reef,,,,,,,,,,
2003,CRUSTACEANS **,4290,160434.7671,Reef,,,,,,,,,,
2003,"CUCUMBERS, SEA **",287,1263.351546,Reef,,,,,,,,,,
2003,EELS **,922,1389.822691,Reef,,,,,,,,,,
2003,EMPERORS **,4470,14190.60644,Reef,,,,,,,,,,
2003,GOATFISHES **,48217,182624.3335,Reef,,,,,,,,,,
2003,"GROUPERS, SERRANIDAE (FAMILY) **",46583,250824.9185,Reef,,,,,,,,,,
2003,"JACK, BLACK ",3753,8113.191954,Reef,,,,,,,,,,
2003,JACKS **,50597,130446.1468,Reef,,,,,,,,,,
2003,"JOBFISH, GREEN /UKU ",141779,468329.4499,Reef,,,,,,,,,,
2003,"LEATHERSKIN, LARGEMOUTHED ",557,1086.563924,Reef,,,,,,,,,,
2003,LIMPETS **,10686,87485.3947,Reef,,,,,,,,,,
2003,"LOBSTER, BANDED SPINY ",5541,90503.02342,Reef,,,,,,,,,,
2003,"LOBSTERS, SLIPPER **",35,371.2540066,Reef,,,,,,,,,,
2003,OCTOPUSES **,25007,97981.13984,Reef,,,,,,,,,,
2003,PARROTFISHES **,67124,228601.3545,Reef,,,,,,,,,,
2003,RUDDERFISH **,20098,30521.70302,Reef,,,,,,,,,,
2003,"RUNNER, RAINBOW ",4845,10303.99856,Reef,,,,,,,,,,
2003,"SCAD, BIGEYE ",326033,691206.9651,Reef,,,,,,,,,,
2003,"SCAD, MACKEREL ",245376,643407.6717,Reef,,,,,,,,,,
2003,SCORPIONFISHES **,3380,17835.15127,Reef,,,,,,,,,,
2003,SEAWEED,12298,113598.2864,Reef,,,,,,,,,,
2003,"SHARKS, CHONDRICHTHYES (CLASS) **",2786,424.2902933,Reef,,,,,,,,,,
2003,"SNAPPER, GLASSEYE ",6005,25343.18559,Reef,,,,,,,,,,
2003,SQUIRRELFISHES **,46267,206520.5804,Reef,,,,,,,,,,
2003,SURGEONFISHES **,111098,223386.1196,Reef,,,,,,,,,,
2003,"TENPOUNDER, HAWAIIAN",527,826.82211,Reef,,,,,,,,,,
2003,THREADFINS **,263,1028.088018,Reef,,,,,,,,,,
2003,TRIGGERFISHES **,2534,3813.17302,Reef,,,,,,,,,,
2003,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",49,155.0291456,Reef,,,,,,,,,,
2004,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",36263,42410.75341,Reef,,,,,,,,,,
2004,"CRABS, DECAPODA (ORDER) **",12718,66068.65979,Reef,,,,,,,,,,
2004,"CUCUMBERS, SEA **",230,946.8459592,Reef,,,,,,,,,,
2004,EELS **,757,1052.786766,Reef,,,,,,,,,,
2004,EMPERORS **,1143,3286.813526,Reef,,,,,,,,,,
2004,GOATFISHES **,47610,151953.5475,Reef,,,,,,,,,,
2004,"GROUPERS, SERRANIDAE (FAMILY) **",42855,246483.205,Reef,,,,,,,,,,
2004,"JACK, BLACK ",3083,6797.427005,Reef,,,,,,,,,,
2004,JACKS **,49277,132897.4449,Reef,,,,,,,,,,
2004,"JOBFISH, GREEN /UKU ",145638,548501.905,Reef,,,,,,,,,,
2004,"LEATHERSKIN, LARGEMOUTHED ",490,985.2495016,Reef,,,,,,,,,,
2004,LIMPETS **,3057,35625.24475,Reef,,,,,,,,,,
2004,"LOBSTER, BANDED SPINY ",4870,76665.38897,Reef,,,,,,,,,,
2004,"LOBSTERS, SLIPPER **",7,74.15856464,Reef,,,,,,,,,,
2004,OCTOPUSES **,18569,75486.7975,Reef,,,,,,,,,,
2004,PARROTFISHES **,28363,103896.1491,Reef,,,,,,,,,,
2004,RUDDERFISH **,21508,30496.38545,Reef,,,,,,,,,,
2004,"RUNNER, RAINBOW ",4111,10248.44878,Reef,,,,,,,,,,
2004,"SCAD, BIGEYE ",296604,759004.9635,Reef,,,,,,,,,,
2004,"SCAD, MACKEREL ",171655,463803.5544,Reef,,,,,,,,,,
2004,SCORPIONFISHES **,2632,13723.30724,Reef,,,,,,,,,,
2004,SEAWEED,12586,73541.45944,Reef,,,,,,,,,,
2004,"SHARKS, CHONDRICHTHYES (CLASS) **",6349,1111.054209,Reef,,,,,,,,,,
2004,"SNAPPER, GLASSEYE ",11841,36323.12981,Reef,,,,,,,,,,
2004,"SQUIDS, LOLIGINIDAE **",535,1542.762996,Reef,,,,,,,,,,
2004,SQUIRRELFISHES **,39652,159124.4158,Reef,,,,,,,,,,
2004,SURGEONFISHES **,70654,141824.2821,Reef,,,,,,,,,,
2004,"TENPOUNDER, HAWAIIAN",237,315.1738997,Reef,,,,,,,,,,
2004,THREADFINS **,223,1299.099141,Reef,,,,,,,,,,
2004,TRIGGERFISHES **,842,1407.688468,Reef,,,,,,,,,,
2005,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",33878,32341.01058,Reef,,,,,,,,,,
2005,"CRABS, DECAPODA (ORDER) **",8951,46552.40807,Reef,,,,,,,,,,
2005,"CUCUMBERS, SEA **",38,146.4033358,Reef,,,,,,,,,,
2005,EELS **,681,916.9472086,Reef,,,,,,,,,,
2005,EMPERORS **,1776,5205.02386,Reef,,,,,,,,,,
2005,GOATFISHES **,35689,126817.3948,Reef,,,,,,,,,,
2005,"GROUPERS, SERRANIDAE (FAMILY) **",45635,267941.2209,Reef,,,,,,,,,,
2005,"JACK, BLACK ",1364,3130.976603,Reef,,,,,,,,,,
2005,JACKS **,33447,99912.57126,Reef,,,,,,,,,,
2005,"JOBFISH, GREEN /UKU ",145233,621480.8763,Reef,,,,,,,,,,
2005,"LEATHERSKIN, LARGEMOUTHED ",351,590.7503024,Reef,,,,,,,,,,
2005,LIMPETS **,5004,57518.53162,Reef,,,,,,,,,,
2005,"LOBSTER, BANDED SPINY ",10091,142456.867,Reef,,,,,,,,,,
2005,"LOBSTERS, SLIPPER **",13,130.9924584,Reef,,,,,,,,,,
2005,OCTOPUSES **,21688,83917.3647,Reef,,,,,,,,,,
2005,PARROTFISHES **,30032,114875.249,Reef,,,,,,,,,,
2005,"PUFFERS, SPHOEROIDES (GENUS) **",3,2.568479576,Reef,,,,,,,,,,
2005,RUDDERFISH **,19436,25555.08754,Reef,,,,,,,,,,
2005,"RUNNER, RAINBOW ",4265,8637.796813,Reef,,,,,,,,,,
2005,"SCAD, BIGEYE ",247636,632888.7784,Reef,,,,,,,,,,
2005,"SCAD, MACKEREL ",154053,439744.2512,Reef,,,,,,,,,,
2005,SCORPIONFISHES **,2599,14667.30262,Reef,,,,,,,,,,
2005,SEAWEED,14602,104688.659,Reef,,,,,,,,,,
2005,"SHARKS, CHONDRICHTHYES (CLASS) **",8314,3432.772953,Reef,,,,,,,,,,
2005,"SNAPPER, GLASSEYE ",5688,19555.11925,Reef,,,,,,,,,,
2005,"SQUIDS, LOLIGINIDAE **",1444,3427.635994,Reef,,,,,,,,,,
2005,SQUIRRELFISHES **,32986,148409.3184,Reef,,,,,,,,,,
2005,SURGEONFISHES **,82368,154116.48,Reef,,,,,,,,,,
2005,"TENPOUNDER, HAWAIIAN",640,837.3243417,Reef,,,,,,,,,,
2005,THREADFINS **,349,2520.962704,Reef,,,,,,,,,,
2005,TRIGGERFISHES **,1134,2180.63916,Reef,,,,,,,,,,
2005,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",32,367.2925793,Reef,,,,,,,,,,
2006,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",32627,39240.03033,Reef,,,,,,,,,,
2006,"BUTTERFLYFISHES, CHAETODONTIDAE (FAMILY) **",403,497.3403672,Reef,,,,,,,,,,
2006,"CRABS, DECAPODA (ORDER) **",6651,36686.01927,Reef,,,,,,,,,,
2006,"CUCUMBERS, SEA **",174,762.8378565,Reef,,,,,,,,,,
2006,EELS **,933,1306.297506,Reef,,,,,,,,,,
2006,EMPERORS **,1684,5160.373735,Reef,,,,,,,,,,
2006,GOATFISHES **,30672,115425.3451,Reef,,,,,,,,,,
2006,"GROUPERS, SERRANIDAE (FAMILY) **",26932,174076.6073,Reef,,,,,,,,,,
2006,"JACK, BLACK ",367,676.8316276,Reef,,,,,,,,,,
2006,JACKS **,23930,71740.41312,Reef,,,,,,,,,,
2006,"JOBFISH, GREEN /UKU ",142230,552821.8637,Reef,,,,,,,,,,
2006,"LEATHERSKIN, LARGEMOUTHED ",420,949.8079194,Reef,,,,,,,,,,
2006,LIMPETS **,5072,71102.22198,Reef,,,,,,,,,,
2006,"LOBSTER, BANDED SPINY ",6178,74198.44622,Reef,,,,,,,,,,
2006,"LOBSTERS, SLIPPER **",3,29.91521006,Reef,,,,,,,,,,
2006,OCTOPUSES **,17694,74835.3909,Reef,,,,,,,,,,
2006,PARROTFISHES **,25779,106378.487,Reef,,,,,,,,,,
2006,RUDDERFISH **,34759,44467.71329,Reef,,,,,,,,,,
2006,"RUNNER, RAINBOW ",1768,4509.717916,Reef,,,,,,,,,,
2006,"SCAD, BIGEYE ",235624,686138.9973,Reef,,,,,,,,,,
2006,"SCAD, MACKEREL ",196242,559625.0811,Reef,,,,,,,,,,
2006,SCORPIONFISHES **,2090,10046.52471,Reef,,,,,,,,,,
2006,SEAWEED,13094,76867.13225,Reef,,,,,,,,,,
2006,"SHARKS, CHONDRICHTHYES (CLASS) **",2670,1143.010318,Reef,,,,,,,,,,
2006,"SNAPPER, GLASSEYE ",3050,12189.20163,Reef,,,,,,,,,,
2006,"SQUIDS, LOLIGINIDAE **",1902,5872.106441,Reef,,,,,,,,,,
